frequency_Hz Strouhal SPL_dB_raw p_rms_Pa
1.69364945e+03 4.69086582e-01 2.40046211e+01 3.17147323e-04
1.69377603e+03 4.69121640e-01 2.56529395e+01 3.83421949e-04
1.69390261e+03 4.69156699e-01 2.72633202e+01 4.61525821e-04
1.69402919e+03 4.69191758e-01 2.59607780e+01 3.97254563e-04
1.69415577e+03 4.69226817e-01 2.55542928e+01 3.79092015e-04
1.69428235e+03 4.69261876e-01 2.46494693e+01 3.41588672e-04
1.69440893e+03 4.69296934e-01 2.63231465e+01 4.14178279e-04
1.69453551e+03 4.69331993e-01 2.40498147e+01 3.18801774e-04
1.69466209e+03 4.69367052e-01 1.46378726e+01 1.07875700e-04
1.69478867e+03 4.69402111e-01 2.42783950e+01 3.27302819e-04
1.69491525e+03 4.69437170e-01 2.73697455e+01 4.67215530e-04
1.69504183e+03 4.69472228e-01 2.29674134e+01 2.81449620e-04
1.69516842e+03 4.69507287e-01 1.61775806e+01 1.28797972e-04
1.69529500e+03 4.69542346e-01 2.08428307e+01 2.20379672e-04
1.69542158e+03 4.69577405e-01 2.21340885e+01 2.55702175e-04
1.69554816e+03 4.69612463e-01 2.11283995e+01 2.27745587e-04
1.69567474e+03 4.69647522e-01 2.67792268e+01 4.36507126e-04
1.69580132e+03 4.69682581e-01 2.28911588e+01 2.78989550e-04
1.69592790e+03 4.69717640e-01 1.90918512e+01 1.80145143e-04
1.69605448e+03 4.69752699e-01 2.27858008e+01 2.75625908e-04
1.69618106e+03 4.69787757e-01 1.78650088e+01 1.56415733e-04
1.69630764e+03 4.69822816e-01 1.28269450e+01 8.75744154e-05
1.69643422e+03 4.69857875e-01 1.85938996e+01 1.70108093e-04
1.69656080e+03 4.69892934e-01 1.76851236e+01 1.53209670e-04
1.69668738e+03 4.69927993e-01 2.04901797e+01 2.11611362e-04
1.69681396e+03 4.69963051e-01 2.13989309e+01 2.34950589e-04
1.69694055e+03 4.69998110e-01 1.76216673e+01 1.52094448e-04
1.69706713e+03 4.70033169e-01 1.39824587e+01 1.00035219e-04
1.69719371e+03 4.70068228e-01 2.20980092e+01 2.54642247e-04
1.69732029e+03 4.70103287e-01 2.85124988e+01 5.32911309e-04
1.69744687e+03 4.70138345e-01 2.94597687e+01 5.94317382e-04
1.69757345e+03 4.70173404e-01 2.72810236e+01 4.62467454e-04
1.69770003e+03 4.70208463e-01 1.96764067e+01 1.92686075e-04
1.69782661e+03 4.70243522e-01 1.35014495e+01 9.46460454e-05
1.69795319e+03 4.70278580e-01 1.20867744e+01 8.04208607e-05
1.69807977e+03 4.70313639e-01 1.46433172e+01 1.07943341e-04
1.69820635e+03 4.70348698e-01 2.25987342e+01 2.69753262e-04
1.69833293e+03 4.70383757e-01 2.37828850e+01 3.09153556e-04
1.69845951e+03 4.70418816e-01 2.00240616e+01 2.00554807e-04
1.69858609e+03 4.70453874e-01 1.81400444e+01 1.61447832e-04
1.69871267e+03 4.70488933e-01 2.60512105e+01 4.01412156e-04
1.69883926e+03 4.70523992e-01 2.99871191e+01 6.31518313e-04
1.69896584e+03 4.70559051e-01 2.76403078e+01 4.81998168e-04
1.69909242e+03 4.70594110e-01 2.40062433e+01 3.17206561e-04
1.69921900e+03 4.70629168e-01 2.55202441e+01 3.77608880e-04
1.69934558e+03 4.70664227e-01 2.55907094e+01 3.80684740e-04
1.69947216e+03 4.70699286e-01 2.40505348e+01 3.18828207e-04
1.69959874e+03 4.70734345e-01 2.37504375e+01 3.08000819e-04
1.69972532e+03 4.70769403e-01 2.22007049e+01 2.57670820e-04
1.69985190e+03 4.70804462e-01 1.72321811e+01 1.45424992e-04
1.69997848e+03 4.70839521e-01 9.05552759e+00 5.67291629e-05
1.70010506e+03 4.70874580e-01 1.45494250e+01 1.06782786e-04
1.70023164e+03 4.70909639e-01 1.28560363e+01 8.78682160e-05
1.70035822e+03 4.70944697e-01 2.00782227e+01 2.01809279e-04
1.70048480e+03 4.70979756e-01 1.67853035e+01 1.38132277e-04
1.70061138e+03 4.71014815e-01 2.01261709e+01 2.02926395e-04
1.70073797e+03 4.71049874e-01 1.52162796e+01 1.15303894e-04
1.70086455e+03 4.71084933e-01 2.10127908e+01 2.24734391e-04
1.70099113e+03 4.71119991e-01 2.58598873e+01 3.92666962e-04
1.70111771e+03 4.71155050e-01 2.34125433e+01 2.96249182e-04
1.70124429e+03 4.71190109e-01 1.86015165e+01 1.70257331e-04
1.70137087e+03 4.71225168e-01 2.22873169e+01 2.60253058e-04
1.70149745e+03 4.71260227e-01 2.02831447e+01 2.06627076e-04
1.70162403e+03 4.71295285e-01 2.30162653e+01 2.83037031e-04
1.70175061e+03 4.71330344e-01 1.51629169e+01 1.14597684e-04
1.70187719e+03 4.71365403e-01 1.98266280e+01 1.96047539e-04
1.70200377e+03 4.71400462e-01 1.73556417e+01 1.47506813e-04
1.70213035e+03 4.71435520e-01 1.38122701e+01 9.80942388e-05
1.70225693e+03 4.71470579e-01 2.22770008e+01 2.59944141e-04
1.70238351e+03 4.71505638e-01 2.06817582e+01 2.16330575e-04
1.70251009e+03 4.71540697e-01 2.50609869e+01 3.58161864e-04
1.70263668e+03 4.71575756e-01 2.48720428e+01 3.50454899e-04
1.70276326e+03 4.71610814e-01 1.65593050e+01 1.34584562e-04
1.70288984e+03 4.71645873e-01 1.93289465e+01 1.85130222e-04
1.70301642e+03 4.71680932e-01 2.41153810e+01 3.21217389e-04
1.70314300e+03 4.71715991e-01 2.52419992e+01 3.65704205e-04
1.70326958e+03 4.71751050e-01 2.05711384e+01 2.13592952e-04
1.70339616e+03 4.71786108e-01 2.07908503e+01 2.19064756e-04
1.70352274e+03 4.71821167e-01 1.93675381e+01 1.85954589e-04
1.70364932e+03 4.71856226e-01 2.47173372e+01 3.44268159e-04
1.70377590e+03 4.71891285e-01 2.47401669e+01 3.45174209e-04
1.70390248e+03 4.71926343e-01 1.90741141e+01 1.79777650e-04
1.70402906e+03 4.71961402e-01 2.22196158e+01 2.58232431e-04
1.70415564e+03 4.71996461e-01 2.22233938e+01 2.58344777e-04
1.70428222e+03 4.72031520e-01 1.99896140e+01 1.99760997e-04
1.70440880e+03 4.72066579e-01 5.94199939e+00 3.96396640e-05
1.70453539e+03 4.72101637e-01 1.63946641e+01 1.32057540e-04
1.70466197e+03 4.72136696e-01 2.32611587e+01 2.91130649e-04
1.70478855e+03 4.72171755e-01 2.66868022e+01 4.31886972e-04
1.70491513e+03 4.72206814e-01 2.02270805e+01 2.05297670e-04
1.70504171e+03 4.72241873e-01 2.62508687e+01 4.10746083e-04
1.70516829e+03 4.72276931e-01 2.48755124e+01 3.50594919e-04
1.70529487e+03 4.72311990e-01 1.27921352e+01 8.72241515e-05
1.70542145e+03 4.72347049e-01 2.16583724e+01 2.42074261e-04
1.70554803e+03 4.72382108e-01 2.19696653e+01 2.50907278e-04
1.70567461e+03 4.72417167e-01 1.67909663e+01 1.38222362e-04
1.70580119e+03 4.72452225e-01 1.96676874e+01 1.92492745e-04
1.70592777e+03 4.72487284e-01 1.43273599e+01 1.04087360e-04
1.70605435e+03 4.72522343e-01 1.42624468e+01 1.03312373e-04
1.70618093e+03 4.72557402e-01 2.35940987e+01 3.02506652e-04
1.70630752e+03 4.72592460e-01 2.38271586e+01 3.10733393e-04
1.70643410e+03 4.72627519e-01 2.52684330e+01 3.66818851e-04
1.70656068e+03 4.72662578e-01 2.10158403e+01 2.24813306e-04
1.70668726e+03 4.72697637e-01 7.32894708e+00 4.65026123e-05
1.70681384e+03 4.72732696e-01 1.56173179e+01 1.20752433e-04
1.70694042e+03 4.72767754e-01 2.42022071e+01 3.24444449e-04
1.70706700e+03 4.72802813e-01 1.95338291e+01 1.89548980e-04
1.70719358e+03 4.72837872e-01 1.09015449e+01 7.01628532e-05
1.70732016e+03 4.72872931e-01 7.37939843e+00 4.67735052e-05
1.70744674e+03 4.72907990e-01 1.18421654e+01 7.81876693e-05
1.70757332e+03 4.72943048e-01 1.87121201e+01 1.72439200e-04
1.70769990e+03 4.72978107e-01 1.53066373e+01 1.16509640e-04
1.70782648e+03 4.73013166e-01 1.91575046e+01 1.81511951e-04
1.70795306e+03 4.73048225e-01 2.02522239e+01 2.05892814e-04
1.70807964e+03 4.73083283e-01 2.45621295e+01 3.38171083e-04
1.70820623e+03 4.73118342e-01 2.41360749e+01 3.21983593e-04
1.70833281e+03 4.73153401e-01 2.00624201e+01 2.01442452e-04
1.70845939e+03 4.73188460e-01 1.54898116e+01 1.18992770e-04
1.70858597e+03 4.73223519e-01 2.09338910e+01 2.22702219e-04
1.70871255e+03 4.73258577e-01 2.35557737e+01 3.01174835e-04
1.70883913e+03 4.73293636e-01 1.63289049e+01 1.31061532e-04
1.70896571e+03 4.73328695e-01 1.51768086e+01 1.14781111e-04
1.70909229e+03 4.73363754e-01 1.87779462e+01 1.73750997e-04
1.70921887e+03 4.73398813e-01 2.51302684e+01 3.61030104e-04
1.70934545e+03 4.73433871e-01 1.53389689e+01 1.16944133e-04
1.70947203e+03 4.73468930e-01 1.47633303e+01 1.09445147e-04
1.70959861e+03 4.73503989e-01 2.43652993e+01 3.30593994e-04
1.70972519e+03 4.73539048e-01 2.43861678e+01 3.31389225e-04
1.70985177e+03 4.73574107e-01 1.94503396e+01 1.87735748e-04
1.70997835e+03 4.73609165e-01 8.54080864e+00 5.34651055e-05
1.71010494e+03 4.73644224e-01 2.18552598e+01 2.47624143e-04
1.71023152e+03 4.73679283e-01 1.79493064e+01 1.57941158e-04
1.71035810e+03 4.73714342e-01 2.16633843e+01 2.42213983e-04
1.71048468e+03 4.73749400e-01 1.61857523e+01 1.28919203e-04
1.71061126e+03 4.73784459e-01 8.65909036e+00 5.41981564e-05
1.71073784e+03 4.73819518e-01 1.45573758e+01 1.06880576e-04
1.71086442e+03 4.73854577e-01 2.39265917e+01 3.14311001e-04
1.71099100e+03 4.73889636e-01 2.58005521e+01 3.89993707e-04
1.71111758e+03 4.73924694e-01 2.33729400e+01 2.94901509e-04
1.71124416e+03 4.73959753e-01 1.64794371e+01 1.33352712e-04
1.71137074e+03 4.73994812e-01 2.10878023e+01 2.26683605e-04
1.71149732e+03 4.74029871e-01 1.72402949e+01 1.45560904e-04
1.71162390e+03 4.74064930e-01 9.74403589e-01 2.23743370e-05
1.71175048e+03 4.74099988e-01 2.31110915e+01 2.86143952e-04
1.71187706e+03 4.74135047e-01 2.42107737e+01 3.24764596e-04
1.71200365e+03 4.74170106e-01 1.99802701e+01 1.99546217e-04
1.71213023e+03 4.74205165e-01 2.30723064e+01 2.84869083e-04
1.71225681e+03 4.74240223e-01 1.68957773e+01 1.39900369e-04
1.71238339e+03 4.74275282e-01 1.76520950e+01 1.52628186e-04
1.71250997e+03 4.74310341e-01 2.07025871e+01 2.16849962e-04
1.71263655e+03 4.74345400e-01 2.15680791e+01 2.39570838e-04
1.71276313e+03 4.74380459e-01 2.11349437e+01 2.27917242e-04
1.71288971e+03 4.74415517e-01 1.49701979e+01 1.12083037e-04
1.71301629e+03 4.74450576e-01 1.82831031e+01 1.64128934e-04
1.71314287e+03 4.74485635e-01 1.29886701e+01 8.92202631e-05
1.71326945e+03 4.74520694e-01 1.62542207e+01 1.29939452e-04
1.71339603e+03 4.74555753e-01 1.65307927e+01 1.34143499e-04
1.71352261e+03 4.74590811e-01 1.88365953e+01 1.74928174e-04
1.71364919e+03 4.74625870e-01 1.57681394e+01 1.22867485e-04
1.71377577e+03 4.74660929e-01 1.99155324e+01 1.98064489e-04
1.71390236e+03 4.74695988e-01 2.52733572e+01 3.67026868e-04
1.71402894e+03 4.74731047e-01 2.45350508e+01 3.37118461e-04
1.71415552e+03 4.74766105e-01 2.52354001e+01 3.65426466e-04
1.71428210e+03 4.74801164e-01 2.49714115e+01 3.54487212e-04
1.71440868e+03 4.74836223e-01 1.70367575e+01 1.42189612e-04
1.71453526e+03 4.74871282e-01 2.28735445e+01 2.78424354e-04
1.71466184e+03 4.74906340e-01 2.75284040e+01 4.75828220e-04
1.71478842e+03 4.74941399e-01 2.42499537e+01 3.26232844e-04
1.71491500e+03 4.74976458e-01 2.52510553e+01 3.66085694e-04
1.71504158e+03 4.75011517e-01 1.91501653e+01 1.81358643e-04
1.71516816e+03 4.75046576e-01 1.96006958e+01 1.91013818e-04
1.71529474e+03 4.75081634e-01 2.03305582e+01 2.07758073e-04
1.71542132e+03 4.75116693e-01 2.19855875e+01 2.51367643e-04
1.71554790e+03 4.75151752e-01 2.45735233e+01 3.38614973e-04
1.71567449e+03 4.75186811e-01 1.40068127e+01 1.00316098e-04
1.71580107e+03 4.75221870e-01 1.80280634e+01 1.59379760e-04
1.71592765e+03 4.75256928e-01 1.29148236e+01 8.84649380e-05
1.71605423e+03 4.75291987e-01 2.08477153e+01 2.20503638e-04
1.71618081e+03 4.75327046e-01 1.82151187e+01 1.62849313e-04
1.71630739e+03 4.75362105e-01 1.49347691e+01 1.11626794e-04
1.71643397e+03 4.75397163e-01 1.30228457e+01 8.95720024e-05
1.71656055e+03 4.75432222e-01 1.05671530e+01 6.75130370e-05
1.71668713e+03 4.75467281e-01 9.64730316e+00 6.07288635e-05
1.71681371e+03 4.75502340e-01 1.77806433e+01 1.54903831e-04
1.71694029e+03 4.75537399e-01 1.89370153e+01 1.76962303e-04
1.71706687e+03 4.75572457e-01 2.34467285e+01 2.97417432e-04
1.71719345e+03 4.75607516e-01 2.44439393e+01 3.33600707e-04
1.71732003e+03 4.75642575e-01 1.81454838e+01 1.61548968e-04
1.71744661e+03 4.75677634e-01 2.36622807e+01 3.04890596e-04
1.71757320e+03 4.75712693e-01 1.28263133e+01 8.75680462e-05
1.71769978e+03 4.75747751e-01 2.06917176e+01 2.16578766e-04
1.71782636e+03 4.75782810e-01 1.94019966e+01 1.86693770e-04
1.71795294e+03 4.75817869e-01 2.15103807e+01 2.37984697e-04
1.71807952e+03 4.75852928e-01 1.21334418e+01 8.08541070e-05
1.71820610e+03 4.75887987e-01 1.88642301e+01 1.75485607e-04
1.71833268e+03 4.75923045e-01 1.63071204e+01 1.30733238e-04
1.71845926e+03 4.75958104e-01 1.80699912e+01 1.60150963e-04
1.71858584e+03 4.75993163e-01 2.03637578e+01 2.08553693e-04
1.71871242e+03 4.76028222e-01 1.22355471e+01 8.18101806e-05
1.71883900e+03 4.76063280e-01 1.68053160e+01 1.38450904e-04
1.71896558e+03 4.76098339e-01 2.22671219e+01 2.59648663e-04
1.71909216e+03 4.76133398e-01 2.55533789e+01 3.79052131e-04
1.71921874e+03 4.76168457e-01 1.61980883e+01 1.29102429e-04
1.71934532e+03 4.76203516e-01 1.90071905e+01 1.78397811e-04
1.71947191e+03 4.76238574e-01 2.10919421e+01 2.26791670e-04
1.71959849e+03 4.76273633e-01 2.19585560e+01 2.50586573e-04
1.71972507e+03 4.76308692e-01 1.13873971e+01 7.41993073e-05
1.71985165e+03 4.76343751e-01 7.86091970e+00 4.94397175e-05
1.71997823e+03 4.76378810e-01 8.94203484e+00 5.59927422e-05
1.72010481e+03 4.76413868e-01 1.92179180e+01 1.82778831e-04
1.72023139e+03 4.76448927e-01 1.39644334e+01 9.98278381e-05
1.72035797e+03 4.76483986e-01 1.76782895e+01 1.53089170e-04
1.72048455e+03 4.76519045e-01 2.46908593e+01 3.43220297e-04
1.72061113e+03 4.76554103e-01 2.46871889e+01 3.43075290e-04
1.72073771e+03 4.76589162e-01 2.52138570e+01 3.64521244e-04
1.72086429e+03 4.76624221e-01 2.46664199e+01 3.42255938e-04
1.72099087e+03 4.76659280e-01 1.39299860e+01 9.94327148e-05
1.72111745e+03 4.76694339e-01 -7.14380482e+00 8.78698236e-06
1.72124403e+03 4.76729397e-01 1.93577801e+01 1.85745800e-04
1.72137062e+03 4.76764456e-01 2.09956456e+01 2.24291222e-04
1.72149720e+03 4.76799515e-01 1.98798397e+01 1.97252257e-04
1.72162378e+03 4.76834574e-01 1.48315326e+01 1.10307902e-04
1.72175036e+03 4.76869633e-01 8.95143015e+00 5.60533410e-05
1.72187694e+03 4.76904691e-01 8.61706069e+00 5.39365334e-05
1.72200352e+03 4.76939750e-01 1.01471862e+01 6.43264085e-05
1.72213010e+03 4.76974809e-01 1.05130319e+01 6.70936767e-05
1.72225668e+03 4.77009868e-01 1.37411037e+01 9.72938038e-05
1.72238326e+03 4.77044927e-01 1.43826994e+01 1.04752637e-04
1.72250984e+03 4.77079985e-01 1.56050034e+01 1.20581357e-04
1.72263642e+03 4.77115044e-01 1.80809910e+01 1.60353907e-04
1.72276300e+03 4.77150103e-01 2.12210817e+01 2.30188743e-04
1.72288958e+03 4.77185162e-01 1.65423917e+01 1.34322753e-04
1.72301616e+03 4.77220220e-01 1.76967329e+01 1.53414582e-04
1.72314275e+03 4.77255279e-01 1.60581504e+01 1.27039131e-04
1.72326933e+03 4.77290338e-01 2.04992578e+01 2.11832644e-04
1.72339591e+03 4.77325397e-01 2.40032284e+01 3.17096476e-04
1.72352249e+03 4.77360456e-01 2.26098562e+01 2.70098895e-04
1.72364907e+03 4.77395514e-01 2.47877972e+01 3.47072222e-04
1.72377565e+03 4.77430573e-01 2.11395010e+01 2.28036856e-04
1.72390223e+03 4.77465632e-01 1.49355807e+01 1.11637225e-04
1.72402881e+03 4.77500691e-01 2.43131127e+01 3.28613674e-04
1.72415539e+03 4.77535750e-01 2.57839734e+01 3.89250042e-04
1.72428197e+03 4.77570808e-01 2.53404931e+01 3.69874721e-04
1.72440855e+03 4.77605867e-01 1.81818960e+01 1.62227620e-04
1.72453513e+03 4.77640926e-01 1.79467973e+01 1.57895538e-04
1.72466171e+03 4.77675985e-01 1.40859208e+01 1.01233916e-04
1.72478829e+03 4.77711043e-01 6.04271176e+00 4.01019586e-05
1.72491487e+03 4.77746102e-01 1.69496006e+01 1.40769972e-04
1.72504146e+03 4.77781161e-01 1.61946463e+01 1.29051279e-04
1.72516804e+03 4.77816220e-01 1.41125978e+01 1.01545314e-04
1.72529462e+03 4.77851279e-01 1.69363632e+01 1.40555600e-04
1.72542120e+03 4.77886337e-01 1.85266587e+01 1.68796302e-04
1.72554778e+03 4.77921396e-01 2.01316273e+01 2.03053912e-04
1.72567436e+03 4.77956455e-01 1.92908053e+01 1.84319065e-04
1.72580094e+03 4.77991514e-01 2.50140306e+01 3.56230848e-04
1.72592752e+03 4.78026573e-01 2.39647458e+01 3.15694697e-04
1.72605410e+03 4.78061631e-01 2.16502405e+01 2.41847732e-04
1.72618068e+03 4.78096690e-01 2.15621246e+01 2.39406658e-04
1.72630726e+03 4.78131749e-01 1.54153788e+01 1.17977431e-04
1.72643384e+03 4.78166808e-01 6.26478892e+00 4.11404883e-05
1.72656042e+03 4.78201867e-01 2.29633827e+01 2.81319043e-04
1.72668700e+03 4.78236925e-01 2.67491078e+01 4.34996125e-04
1.72681358e+03 4.78271984e-01 2.15450915e+01 2.38937641e-04
1.72694017e+03 4.78307043e-01 8.40271681e-01 2.20314753e-05
1.72706675e+03 4.78342102e-01 6.65841133e+00 4.30477604e-05
1.72719333e+03 4.78377160e-01 1.71590267e+01 1.44205336e-04
1.72731991e+03 4.78412219e-01 1.40085966e+01 1.00336703e-04
1.72744649e+03 4.78447278e-01 1.13637595e+01 7.39976571e-05
1.72757307e+03 4.78482337e-01 1.89938763e+01 1.78124562e-04
1.72769965e+03 4.78517396e-01 2.12022803e+01 2.29691016e-04
1.72782623e+03 4.78552454e-01 2.23757155e+01 2.62915247e-04
1.72795281e+03 4.78587513e-01 2.30594572e+01 2.84447980e-04
1.72807939e+03 4.78622572e-01 1.50976566e+01 1.13739896e-04
1.72820597e+03 4.78657631e-01 2.01274420e+01 2.02956093e-04
1.72833255e+03 4.78692690e-01 2.39529333e+01 3.15265654e-04
1.72845913e+03 4.78727748e-01 2.14240430e+01 2.35630849e-04
1.72858571e+03 4.78762807e-01 1.75472452e+01 1.50796845e-04
1.72871229e+03 4.78797866e-01 6.34212146e+00 4.15084072e-05
1.72883888e+03 4.78832925e-01 2.55755316e+01 3.80020106e-04
1.72896546e+03 4.78867983e-01 2.89404013e+01 5.59822130e-04
1.72909204e+03 4.78903042e-01 2.42847165e+01 3.27541113e-04
1.72921862e+03 4.78938101e-01 1.34850720e+01 9.44677552e-05
1.72934520e+03 4.78973160e-01 1.50770346e+01 1.13470175e-04
1.72947178e+03 4.79008219e-01 2.48146448e+01 3.48146661e-04
1.72959836e+03 4.79043277e-01 2.21840660e+01 2.57177692e-04
1.72972494e+03 4.79078336e-01 1.24829995e+01 8.41743891e-05
1.72985152e+03 4.79113395e-01 1.70456529e+01 1.42335307e-04
1.72997810e+03 4.79148454e-01 1.61701189e+01 1.28687375e-04
1.73010468e+03 4.79183513e-01 1.75260384e+01 1.50429121e-04
1.73023126e+03 4.79218571e-01 1.07952258e+01 6.93092634e-05
1.73035784e+03 4.79253630e-01 2.12280762e+01 2.30374182e-04
1.73048442e+03 4.79288689e-01 2.32568942e+01 2.90987749e-04
1.73061100e+03 4.79323748e-01 1.58515853e+01 1.24053568e-04
1.73073759e+03 4.79358807e-01 1.60173841e+01 1.26444284e-04
1.73086417e+03 4.79393865e-01 8.19583086e+00 5.13832463e-05
1.73099075e+03 4.79428924e-01 7.34974240e-01 2.17660042e-05
1.73111733e+03 4.79463983e-01 8.20178120e+00 5.14184589e-05
1.73124391e+03 4.79499042e-01 1.88408578e+01 1.75014038e-04
1.73137049e+03 4.79534100e-01 2.47528141e+01 3.45677172e-04
1.73149707e+03 4.79569159e-01 2.51364156e+01 3.61285702e-04
1.73162365e+03 4.79604218e-01 2.31529882e+01 2.87527510e-04
1.73175023e+03 4.79639277e-01 2.20145418e+01 2.52206971e-04
1.73187681e+03 4.79674336e-01 2.27310798e+01 2.73894926e-04
1.73200339e+03 4.79709394e-01 2.31547092e+01 2.87584488e-04
1.73212997e+03 4.79744453e-01 2.02545452e+01 2.05947846e-04
1.73225655e+03 4.79779512e-01 5.38019633e+00 3.71569290e-05
1.73238313e+03 4.79814571e-01 1.44358813e+01 1.05395984e-04
1.73250972e+03 4.79849630e-01 1.60183021e+01 1.26457648e-04
1.73263630e+03 4.79884688e-01 1.12705581e+01 7.32078922e-05
1.73276288e+03 4.79919747e-01 1.80012206e+01 1.58887974e-04
1.73288946e+03 4.79954806e-01 2.49205739e+01 3.52418493e-04
1.73301604e+03 4.79989865e-01 2.53109082e+01 3.68617037e-04
1.73314262e+03 4.80024923e-01 2.25666516e+01 2.68758726e-04
1.73326920e+03 4.80059982e-01 2.26906909e+01 2.72624287e-04
1.73339578e+03 4.80095041e-01 2.02913908e+01 2.06823335e-04
1.73352236e+03 4.80130100e-01 1.17644998e+01 7.74916638e-05
1.73364894e+03 4.80165159e-01 1.24338401e+00 2.30780546e-05
1.73377552e+03 4.80200217e-01 1.32419768e+01 9.18605060e-05
1.73390210e+03 4.80235276e-01 1.93581449e+01 1.85753600e-04
1.73402868e+03 4.80270335e-01 2.39448174e+01 3.14971215e-04
1.73415526e+03 4.80305394e-01 1.90083523e+01 1.78421674e-04
1.73428184e+03 4.80340453e-01 1.81620831e+01 1.61857992e-04
1.73440843e+03 4.80375511e-01 1.69930053e+01 1.41475182e-04
1.73453501e+03 4.80410570e-01 8.10422955e+00 5.08442064e-05
1.73466159e+03 4.80445629e-01 2.45711846e+01 3.38523816e-04
1.73478817e+03 4.80480688e-01 2.51380684e+01 3.61354458e-04
1.73491475e+03 4.80515747e-01 1.90184080e+01 1.78628354e-04
1.73504133e+03 4.80550805e-01 1.66066968e+01 1.35320886e-04
1.73516791e+03 4.80585864e-01 2.10748855e+01 2.26346755e-04
1.73529449e+03 4.80620923e-01 2.15405593e+01 2.38812998e-04
1.73542107e+03 4.80655982e-01 2.44502541e+01 3.33843327e-04
1.73554765e+03 4.80691040e-01 2.51231755e+01 3.60735408e-04
1.73567423e+03 4.80726099e-01 1.63143568e+01 1.30842200e-04
1.73580081e+03 4.80761158e-01 2.38115526e+01 3.10175596e-04
1.73592739e+03 4.80796217e-01 2.07035105e+01 2.16873018e-04
1.73605397e+03 4.80831276e-01 1.72846967e+01 1.46306908e-04
1.73618055e+03 4.80866334e-01 1.53541016e+01 1.17148053e-04
1.73630714e+03 4.80901393e-01 1.34421389e+01 9.40019663e-05
1.73643372e+03 4.80936452e-01 1.39084294e+01 9.91862483e-05
1.73656030e+03 4.80971511e-01 1.45693093e+01 1.07027520e-04
1.73668688e+03 4.81006570e-01 1.83047685e+01 1.64538835e-04
1.73681346e+03 4.81041628e-01 1.71979146e+01 1.44852411e-04
1.73694004e+03 4.81076687e-01 1.40963746e+01 1.01355828e-04
1.73706662e+03 4.81111746e-01 2.19156663e+01 2.49352262e-04
1.73719320e+03 4.81146805e-01 2.27300088e+01 2.73861155e-04
1.73731978e+03 4.81181863e-01 2.16724113e+01 2.42465841e-04
1.73744636e+03 4.81216922e-01 2.50466864e+01 3.57572669e-04
1.73757294e+03 4.81251981e-01 2.19403020e+01 2.50060500e-04
1.73769952e+03 4.81287040e-01 1.43956105e+01 1.04908462e-04
1.73782610e+03 4.81322099e-01 2.11312970e+01 2.27821572e-04
1.73795268e+03 4.81357157e-01 2.36332689e+01 3.03873928e-04
1.73807926e+03 4.81392216e-01 2.16058377e+01 2.40614548e-04
1.73820585e+03 4.81427275e-01 1.61326246e+01 1.28133069e-04
1.73833243e+03 4.81462334e-01 1.54362029e+01 1.18260617e-04
1.73845901e+03 4.81497393e-01 1.11031701e+01 7.18105912e-05
1.73858559e+03 4.81532451e-01 2.64498840e+01 4.20265939e-04
1.73871217e+03 4.81567510e-01 2.62508239e+01 4.10743965e-04
1.73883875e+03 4.81602569e-01 4.90273723e+00 3.51695537e-05
1.73896533e+03 4.81637628e-01 1.29057096e+01 8.83721616e-05
1.73909191e+03 4.81672687e-01 1.81469563e+01 1.61576356e-04
1.73921849e+03 4.81707745e-01 2.07564312e+01 2.18198396e-04
1.73934507e+03 4.81742804e-01 5.12097592e+00 3.60644067e-05
1.73947165e+03 4.81777863e-01 1.18139180e+01 7.79338076e-05
1.73959823e+03 4.81812922e-01 2.17171156e+01 2.43716973e-04
1.73972481e+03 4.81847980e-01 2.10719384e+01 2.26269969e-04
1.73985139e+03 4.81883039e-01 1.84490406e+01 1.67294639e-04
1.73997797e+03 4.81918098e-01 1.54812795e+01 1.18875941e-04
1.74010456e+03 4.81953157e-01 1.62894842e+01 1.30468061e-04
1.74023114e+03 4.81988216e-01 1.50252492e+01 1.12795677e-04
1.74035772e+03 4.82023274e-01 1.74170865e+01 1.48553990e-04
1.74048430e+03 4.82058333e-01 2.38038744e+01 3.09901527e-04
1.74061088e+03 4.82093392e-01 1.96382168e+01 1.91840737e-04
1.74073746e+03 4.82128451e-01 2.27885447e+01 2.75712991e-04
1.74086404e+03 4.82163510e-01 2.27089660e+01 2.73198491e-04
1.74099062e+03 4.82198568e-01 5.25556702e+00 3.66275902e-05
1.74111720e+03 4.82233627e-01 1.79247687e-01 2.04170212e-05
1.74124378e+03 4.82268686e-01 1.99610489e+01 1.99105125e-04
1.74137036e+03 4.82303745e-01 2.46810465e+01 3.42832765e-04
1.74149694e+03 4.82338803e-01 1.63904705e+01 1.31993796e-04
1.74162352e+03 4.82373862e-01 2.39645821e+01 3.15688746e-04
1.74175010e+03 4.82408921e-01 1.71787717e+01 1.44533520e-04
1.74187669e+03 4.82443980e-01 8.87665303e+00 5.55728471e-05
1.74200327e+03 4.82479039e-01 1.55085420e+01 1.19249645e-04
1.74212985e+03 4.82514097e-01 9.30950207e+00 5.84124065e-05
1.74225643e+03 4.82549156e-01 1.58591758e+01 1.24162025e-04
1.74238301e+03 4.82584215e-01 9.87864071e+00 6.23680307e-05
1.74250959e+03 4.82619274e-01 1.99660546e+01 1.99219905e-04
1.74263617e+03 4.82654333e-01 1.84204153e+01 1.66744208e-04
