frequency_Hz Strouhal SPL_dB_raw p_rms_Pa
1.16922571e+03 3.23838024e-01 3.60413626e+01 1.26793831e-03
1.16935229e+03 3.23873082e-01 3.81893332e+01 1.62366584e-03
1.16947887e+03 3.23908141e-01 4.46420335e+01 3.41296370e-03
1.16960545e+03 3.23943200e-01 4.98321682e+01 6.20352316e-03
1.16973203e+03 3.23978259e-01 4.64996093e+01 4.22678797e-03
1.16985861e+03 3.24013317e-01 4.49489290e+01 3.53570846e-03
1.16998519e+03 3.24048376e-01 4.51937732e+01 3.63679362e-03
1.17011177e+03 3.24083435e-01 3.65634035e+01 1.34648081e-03
1.17023835e+03 3.24118494e-01 3.44560457e+01 1.05640946e-03
1.17036493e+03 3.24153553e-01 4.00824076e+01 2.01906534e-03
1.17049151e+03 3.24188611e-01 4.03421728e+01 2.08036069e-03
1.17061809e+03 3.24223670e-01 4.52743036e+01 3.67066861e-03
1.17074467e+03 3.24258729e-01 4.22783780e+01 2.59985362e-03
1.17087125e+03 3.24293788e-01 3.25229578e+01 8.45625142e-04
1.17099784e+03 3.24328847e-01 4.59540954e+01 3.96949049e-03
1.17112442e+03 3.24363905e-01 4.76739149e+01 4.83866709e-03
1.17125100e+03 3.24398964e-01 4.50213440e+01 3.56530918e-03
1.17137758e+03 3.24434023e-01 4.81640949e+01 5.11958482e-03
1.17150416e+03 3.24469082e-01 4.73276486e+01 4.64956611e-03
1.17163074e+03 3.24504140e-01 4.20619750e+01 2.53588028e-03
1.17175732e+03 3.24539199e-01 4.22148023e+01 2.58089367e-03
1.17188390e+03 3.24574258e-01 4.02133703e+01 2.04973875e-03
1.17201048e+03 3.24609317e-01 4.38160797e+01 3.10337302e-03
1.17213706e+03 3.24644376e-01 4.57822500e+01 3.89172816e-03
1.17226364e+03 3.24679434e-01 4.30953684e+01 2.85626446e-03
1.17239022e+03 3.24714493e-01 5.08643273e+01 6.98628600e-03
1.17251680e+03 3.24749552e-01 5.03380892e+01 6.57558589e-03
1.17264338e+03 3.24784611e-01 5.11356235e+01 7.20794011e-03
1.17276996e+03 3.24819670e-01 4.89250625e+01 5.58834386e-03
1.17289655e+03 3.24854728e-01 4.36128998e+01 3.03162154e-03
1.17302313e+03 3.24889787e-01 4.20541133e+01 2.53358605e-03
1.17314971e+03 3.24924846e-01 3.65661339e+01 1.34690414e-03
1.17327629e+03 3.24959905e-01 4.31460255e+01 2.87297118e-03
1.17340287e+03 3.24994964e-01 4.36081155e+01 3.02995216e-03
1.17352945e+03 3.25030022e-01 3.50799497e+01 1.13508264e-03
1.17365603e+03 3.25065081e-01 4.68539162e+01 4.40276806e-03
1.17378261e+03 3.25100140e-01 5.26686539e+01 8.59929186e-03
1.17390919e+03 3.25135199e-01 5.30792708e+01 9.01557723e-03
1.17403577e+03 3.25170257e-01 4.84334301e+01 5.28082163e-03
1.17416235e+03 3.25205316e-01 3.00045622e+01 6.32787812e-04
1.17428893e+03 3.25240375e-01 2.25210973e+01 2.67352875e-04
1.17441551e+03 3.25275434e-01 4.33746607e+01 2.94959936e-03
1.17454209e+03 3.25310493e-01 4.42516011e+01 3.26294722e-03
1.17466868e+03 3.25345551e-01 4.88317072e+01 5.52860239e-03
1.17479526e+03 3.25380610e-01 5.12808369e+01 7.32945765e-03
1.17492184e+03 3.25415669e-01 5.20633625e+01 8.02043868e-03
1.17504842e+03 3.25450728e-01 4.88476764e+01 5.53877616e-03
1.17517500e+03 3.25485787e-01 3.58054428e+01 1.23396300e-03
1.17530158e+03 3.25520845e-01 4.19298616e+01 2.49760111e-03
1.17542816e+03 3.25555904e-01 4.64456330e+01 4.20060306e-03
1.17555474e+03 3.25590963e-01 4.90958433e+01 5.69930846e-03
1.17568132e+03 3.25626022e-01 4.42301433e+01 3.25489634e-03
1.17580790e+03 3.25661080e-01 4.39453864e+01 3.14991847e-03
1.17593448e+03 3.25696139e-01 4.43438091e+01 3.29777065e-03
1.17606106e+03 3.25731198e-01 3.62091977e+01 1.29267658e-03
1.17618764e+03 3.25766257e-01 4.83025981e+01 5.20187486e-03
1.17631422e+03 3.25801316e-01 4.67475368e+01 4.34917454e-03
1.17644080e+03 3.25836374e-01 3.98800743e+01 1.97257584e-03
1.17656739e+03 3.25871433e-01 4.61812057e+01 4.07464971e-03
1.17669397e+03 3.25906492e-01 3.34508552e+01 9.40963448e-04
1.17682055e+03 3.25941551e-01 4.37107042e+01 3.06595098e-03
1.17694713e+03 3.25976610e-01 4.78158582e+01 4.91838937e-03
1.17707371e+03 3.26011668e-01 4.32938376e+01 2.92228035e-03
1.17720029e+03 3.26046727e-01 3.33041977e+01 9.25209071e-04
1.17732687e+03 3.26081786e-01 3.41145858e+01 1.01568558e-03
1.17745345e+03 3.26116845e-01 4.01180384e+01 2.02736487e-03
1.17758003e+03 3.26151904e-01 4.38673065e+01 3.12172986e-03
1.17770661e+03 3.26186962e-01 3.86851200e+01 1.71904005e-03
1.17783319e+03 3.26222021e-01 3.76319223e+01 1.52274124e-03
1.17795977e+03 3.26257080e-01 3.29214369e+01 8.85323188e-04
1.17808635e+03 3.26292139e-01 4.05715985e+01 2.13604265e-03
1.17821293e+03 3.26327197e-01 3.08136916e+01 6.94567691e-04
1.17833951e+03 3.26362256e-01 4.53473405e+01 3.70166420e-03
1.17846610e+03 3.26397315e-01 4.18520477e+01 2.47532586e-03
1.17859268e+03 3.26432374e-01 4.44142700e+01 3.32463133e-03
1.17871926e+03 3.26467433e-01 3.62975803e+01 1.30589726e-03
1.17884584e+03 3.26502491e-01 3.82697712e+01 1.63877208e-03
1.17897242e+03 3.26537550e-01 3.77153427e+01 1.53743630e-03
1.17909900e+03 3.26572609e-01 3.98016663e+01 1.95484943e-03
1.17922558e+03 3.26607668e-01 4.56729369e+01 3.84305714e-03
1.17935216e+03 3.26642727e-01 4.48265578e+01 3.48624484e-03
1.17947874e+03 3.26677785e-01 4.30710942e+01 2.84829330e-03
1.17960532e+03 3.26712844e-01 4.56792502e+01 3.84585145e-03
1.17973190e+03 3.26747903e-01 4.91225723e+01 5.71687388e-03
1.17985848e+03 3.26782962e-01 4.58113249e+01 3.90477703e-03
1.17998506e+03 3.26818020e-01 4.58124014e+01 3.90526103e-03
1.18011164e+03 3.26853079e-01 4.45844349e+01 3.39040626e-03
1.18023822e+03 3.26888138e-01 3.69620785e+01 1.40972344e-03
1.18036481e+03 3.26923197e-01 3.82792915e+01 1.64056927e-03
1.18049139e+03 3.26958256e-01 3.68483882e+01 1.39139169e-03
1.18061797e+03 3.26993314e-01 3.81169056e+01 1.61018315e-03
1.18074455e+03 3.27028373e-01 4.33540094e+01 2.94259481e-03
1.18087113e+03 3.27063432e-01 5.10082758e+01 7.10303227e-03
1.18099771e+03 3.27098491e-01 5.33483014e+01 9.29918877e-03
1.18112429e+03 3.27133550e-01 5.21298541e+01 8.08207174e-03
1.18125087e+03 3.27168608e-01 4.80799630e+01 5.07023569e-03
1.18137745e+03 3.27203667e-01 4.28150516e+01 2.76555676e-03
1.18150403e+03 3.27238726e-01 4.25179737e+01 2.67256749e-03
1.18163061e+03 3.27273785e-01 4.45953020e+01 3.39465071e-03
1.18175719e+03 3.27308844e-01 3.87656138e+01 1.73504477e-03
1.18188377e+03 3.27343902e-01 3.49537311e+01 1.11870751e-03
1.18201035e+03 3.27378961e-01 3.06043079e+01 6.78024505e-04
1.18213693e+03 3.27414020e-01 3.75046361e+01 1.50058914e-03
1.18226352e+03 3.27449079e-01 4.18270281e+01 2.46820598e-03
1.18239010e+03 3.27484137e-01 4.76484234e+01 4.82448728e-03
1.18251668e+03 3.27519196e-01 5.13360173e+01 7.37616900e-03
1.18264326e+03 3.27554255e-01 4.78764974e+01 4.95284649e-03
1.18276984e+03 3.27589314e-01 3.89749884e+01 1.77737643e-03
1.18289642e+03 3.27624373e-01 4.52868800e+01 3.67598726e-03
1.18302300e+03 3.27659431e-01 4.13413909e+01 2.33399295e-03
1.18314958e+03 3.27694490e-01 3.92731923e+01 1.83945687e-03
1.18327616e+03 3.27729549e-01 4.68873713e+01 4.41975872e-03
1.18340274e+03 3.27764608e-01 4.35949477e+01 3.02536224e-03
1.18352932e+03 3.27799667e-01 3.47179622e+01 1.08874984e-03
1.18365590e+03 3.27834725e-01 3.64133543e+01 1.32342006e-03
1.18378248e+03 3.27869784e-01 4.38447458e+01 3.11363202e-03
1.18390906e+03 3.27904843e-01 4.78131992e+01 4.91688394e-03
1.18403565e+03 3.27939902e-01 4.28481903e+01 2.77612815e-03
1.18416223e+03 3.27974960e-01 4.32928628e+01 2.92195240e-03
1.18428881e+03 3.28010019e-01 4.62086308e+01 4.08753550e-03
1.18441539e+03 3.28045078e-01 3.29819573e+01 8.91513366e-04
1.18454197e+03 3.28080137e-01 4.23086567e+01 2.60893244e-03
1.18466855e+03 3.28115196e-01 4.67983081e+01 4.37467102e-03
1.18479513e+03 3.28150254e-01 4.69161312e+01 4.43441725e-03
1.18492171e+03 3.28185313e-01 3.83267173e+01 1.64955142e-03
1.18504829e+03 3.28220372e-01 3.82223133e+01 1.62984258e-03
1.18517487e+03 3.28255431e-01 4.60579318e+01 4.01722897e-03
1.18530145e+03 3.28290490e-01 4.68779008e+01 4.41494235e-03
1.18542803e+03 3.28325548e-01 3.94656080e+01 1.88066048e-03
1.18555461e+03 3.28360607e-01 4.58373259e+01 3.91648342e-03
1.18568119e+03 3.28395666e-01 4.67688761e+01 4.35987261e-03
1.18580777e+03 3.28430725e-01 4.30892443e+01 2.85425132e-03
1.18593436e+03 3.28465784e-01 4.06117456e+01 2.14593853e-03
1.18606094e+03 3.28500842e-01 3.14931655e+01 7.51083585e-04
1.18618752e+03 3.28535901e-01 1.93422116e+01 1.85413168e-04
1.18631410e+03 3.28570960e-01 3.91400489e+01 1.81147540e-03
1.18644068e+03 3.28606019e-01 4.66806763e+01 4.31582482e-03
1.18656726e+03 3.28641077e-01 5.13524118e+01 7.39010463e-03
1.18669384e+03 3.28676136e-01 4.94038566e+01 5.90503976e-03
1.18682042e+03 3.28711195e-01 4.36091107e+01 3.03029932e-03
1.18694700e+03 3.28746254e-01 4.13138624e+01 2.32660745e-03
1.18707358e+03 3.28781313e-01 4.11556716e+01 2.28461791e-03
1.18720016e+03 3.28816371e-01 3.65076637e+01 1.33786774e-03
1.18732674e+03 3.28851430e-01 4.13834320e+01 2.34531723e-03
1.18745332e+03 3.28886489e-01 4.66834929e+01 4.31722456e-03
1.18757990e+03 3.28921548e-01 4.57721308e+01 3.88719686e-03
1.18770648e+03 3.28956607e-01 4.79667956e+01 5.00460463e-03
1.18783307e+03 3.28991665e-01 4.85556900e+01 5.35567844e-03
1.18795965e+03 3.29026724e-01 4.43920769e+01 3.31614751e-03
1.18808623e+03 3.29061783e-01 3.88620019e+01 1.75440594e-03
1.18821281e+03 3.29096842e-01 4.37930570e+01 3.09515815e-03
1.18833939e+03 3.29131900e-01 4.03349479e+01 2.07863096e-03
1.18846597e+03 3.29166959e-01 2.98775223e+01 6.23600008e-04
1.18859255e+03 3.29202018e-01 3.08510956e+01 6.97565153e-04
1.18871913e+03 3.29237077e-01 4.57520469e+01 3.87821910e-03
1.18884571e+03 3.29272136e-01 5.07012420e+01 6.85633602e-03
1.18897229e+03 3.29307194e-01 4.92122771e+01 5.77622166e-03
1.18909887e+03 3.29342253e-01 3.45265786e+01 1.06502285e-03
1.18922545e+03 3.29377312e-01 3.97307828e+01 1.93896127e-03
1.18935203e+03 3.29412371e-01 3.27607353e+01 8.69094022e-04
1.18947861e+03 3.29447430e-01 4.74056233e+01 4.69149396e-03
1.18960519e+03 3.29482488e-01 4.76787170e+01 4.84134290e-03
1.18973178e+03 3.29517547e-01 4.63940526e+01 4.17573209e-03
1.18985836e+03 3.29552606e-01 3.92302895e+01 1.83039353e-03
1.18998494e+03 3.29587665e-01 2.77742865e+01 4.89490558e-04
1.19011152e+03 3.29622724e-01 4.09430232e+01 2.22936487e-03
1.19023810e+03 3.29657782e-01 4.24059794e+01 2.63832908e-03
1.19036468e+03 3.29692841e-01 4.31336792e+01 2.86889038e-03
1.19049126e+03 3.29727900e-01 4.29941904e+01 2.82318616e-03
1.19061784e+03 3.29762959e-01 3.76749467e+01 1.53030266e-03
1.19074442e+03 3.29798017e-01 3.73934846e+01 1.48150877e-03
1.19087100e+03 3.29833076e-01 4.57280375e+01 3.86751379e-03
1.19099758e+03 3.29868135e-01 4.34782773e+01 2.98499675e-03
1.19112416e+03 3.29903194e-01 4.75793775e+01 4.78628848e-03
1.19125074e+03 3.29938253e-01 4.26586406e+01 2.71620174e-03
1.19137732e+03 3.29973311e-01 4.31115736e+01 2.86159834e-03
1.19150391e+03 3.30008370e-01 4.73514293e+01 4.66231337e-03
1.19163049e+03 3.30043429e-01 4.70878835e+01 4.52297484e-03
1.19175707e+03 3.30078488e-01 4.25783756e+01 2.69121737e-03
1.19188365e+03 3.30113547e-01 3.75924090e+01 1.51582982e-03
1.19201023e+03 3.30148605e-01 4.15601289e+01 2.39351657e-03
1.19213681e+03 3.30183664e-01 4.38596483e+01 3.11897871e-03
1.19226339e+03 3.30218723e-01 3.57338998e+01 1.22384096e-03
1.19238997e+03 3.30253782e-01 4.50088845e+01 3.56019856e-03
1.19251655e+03 3.30288840e-01 4.73432392e+01 4.65791924e-03
1.19264313e+03 3.30323899e-01 4.74210053e+01 4.69980954e-03
1.19276971e+03 3.30358958e-01 4.51974544e+01 3.63833527e-03
1.19289629e+03 3.30394017e-01 3.98032172e+01 1.95519850e-03
1.19302287e+03 3.30429076e-01 3.82463292e+01 1.63435523e-03
1.19314945e+03 3.30464134e-01 3.84079381e+01 1.66504855e-03
1.19327603e+03 3.30499193e-01 3.00353667e+01 6.35035978e-04
1.19340262e+03 3.30534252e-01 3.30843103e+01 9.02080949e-04
1.19352920e+03 3.30569311e-01 4.76415316e+01 4.82066080e-03
1.19365578e+03 3.30604370e-01 4.87855860e+01 5.49932384e-03
1.19378236e+03 3.30639428e-01 4.48530697e+01 3.49690217e-03
1.19390894e+03 3.30674487e-01 2.93267523e+01 5.85285292e-04
1.19403552e+03 3.30709546e-01 3.58022478e+01 1.23350917e-03
1.19416210e+03 3.30744605e-01 4.49325535e+01 3.52904887e-03
1.19428868e+03 3.30779664e-01 4.84894185e+01 5.31497124e-03
1.19441526e+03 3.30814722e-01 4.88078393e+01 5.51343119e-03
1.19454184e+03 3.30849781e-01 4.66763607e+01 4.31368105e-03
1.19466842e+03 3.30884840e-01 4.40226736e+01 3.17807159e-03
1.19479500e+03 3.30919899e-01 4.10156721e+01 2.24808951e-03
1.19492158e+03 3.30954957e-01 4.67917564e+01 4.37137249e-03
1.19504816e+03 3.30990016e-01 4.24486075e+01 2.65130914e-03
1.19517474e+03 3.31025075e-01 3.32400436e+01 9.18400631e-04
1.19530133e+03 3.31060134e-01 4.45681204e+01 3.38404411e-03
1.19542791e+03 3.31095193e-01 4.69930484e+01 4.47386029e-03
1.19555449e+03 3.31130251e-01 3.65143160e+01 1.33889277e-03
1.19568107e+03 3.31165310e-01 4.85547931e+01 5.35512545e-03
1.19580765e+03 3.31200369e-01 4.84227240e+01 5.27431660e-03
1.19593423e+03 3.31235428e-01 4.33356933e+01 2.93639624e-03
1.19606081e+03 3.31270487e-01 3.38594570e+01 9.86285953e-04
1.19618739e+03 3.31305545e-01 3.53216382e+01 1.16711031e-03
1.19631397e+03 3.31340604e-01 2.99775279e+01 6.30821361e-04
1.19644055e+03 3.31375663e-01 4.56557579e+01 3.83546381e-03
1.19656713e+03 3.31410722e-01 4.89283032e+01 5.59042926e-03
1.19669371e+03 3.31445780e-01 4.78494289e+01 4.93743557e-03
1.19682029e+03 3.31480839e-01 4.79085548e+01 4.97115995e-03
1.19694687e+03 3.31515898e-01 4.50259137e+01 3.56718539e-03
1.19707345e+03 3.31550957e-01 1.74938826e+01 1.49873250e-04
1.19720004e+03 3.31586016e-01 3.25956896e+01 8.52735762e-04
1.19732662e+03 3.31621074e-01 4.35924395e+01 3.02448874e-03
1.19745320e+03 3.31656133e-01 4.49936513e+01 3.55396020e-03
1.19757978e+03 3.31691192e-01 4.48571387e+01 3.49854069e-03
1.19770636e+03 3.31726251e-01 4.33003035e+01 2.92445653e-03
1.19783294e+03 3.31761310e-01 4.71427916e+01 4.55165751e-03
1.19795952e+03 3.31796368e-01 4.57805701e+01 3.89097553e-03
1.19808610e+03 3.31831427e-01 4.67781730e+01 4.36454169e-03
1.19821268e+03 3.31866486e-01 4.42249820e+01 3.25296280e-03
1.19833926e+03 3.31901545e-01 4.33776631e+01 2.95061911e-03
1.19846584e+03 3.31936604e-01 3.75486522e+01 1.50821275e-03
1.19859242e+03 3.31971662e-01 4.19152980e+01 2.49341689e-03
1.19871900e+03 3.32006721e-01 3.98596806e+01 1.96794985e-03
1.19884558e+03 3.32041780e-01 3.39146593e+01 9.92574155e-04
1.19897216e+03 3.32076839e-01 4.61354040e+01 4.05322016e-03
1.19909875e+03 3.32111897e-01 4.91373163e+01 5.72658629e-03
1.19922533e+03 3.32146956e-01 4.57160180e+01 3.86216562e-03
1.19935191e+03 3.32182015e-01 3.83825898e+01 1.66019647e-03
1.19947849e+03 3.32217074e-01 1.88166568e+01 1.74527085e-04
1.19960507e+03 3.32252133e-01 4.28804622e+01 2.78646189e-03
1.19973165e+03 3.32287191e-01 4.72659856e+01 4.61667471e-03
1.19985823e+03 3.32322250e-01 3.65331505e+01 1.34179918e-03
1.19998481e+03 3.32357309e-01 4.58659903e+01 3.92942960e-03
1.20011139e+03 3.32392368e-01 4.64833522e+01 4.21888422e-03
1.20023797e+03 3.32427427e-01 4.55965760e+01 3.80941947e-03
1.20036455e+03 3.32462485e-01 4.36947155e+01 3.06031246e-03
1.20049113e+03 3.32497544e-01 4.52634679e+01 3.66609226e-03
1.20061771e+03 3.32532603e-01 4.85524711e+01 5.35369409e-03
1.20074429e+03 3.32567662e-01 4.60792214e+01 4.02708748e-03
1.20087088e+03 3.32602720e-01 3.28354067e+01 8.76597708e-04
1.20099746e+03 3.32637779e-01 4.75413370e+01 4.76537241e-03
1.20112404e+03 3.32672838e-01 5.13630215e+01 7.39913704e-03
1.20125062e+03 3.32707897e-01 4.90545961e+01 5.67230798e-03
1.20137720e+03 3.32742956e-01 4.66763088e+01 4.31365525e-03
1.20150378e+03 3.32778014e-01 4.65510527e+01 4.25189598e-03
1.20163036e+03 3.32813073e-01 4.93312865e+01 5.85590901e-03
1.20175694e+03 3.32848132e-01 4.64028820e+01 4.17997896e-03
1.20188352e+03 3.32883191e-01 4.04171401e+01 2.09839384e-03
1.20201010e+03 3.32918250e-01 3.98402928e+01 1.96356207e-03
1.20213668e+03 3.32953308e-01 4.12723768e+01 2.31552159e-03
1.20226326e+03 3.32988367e-01 4.40611535e+01 3.19218219e-03
1.20238984e+03 3.33023426e-01 3.84872970e+01 1.68033101e-03
1.20251642e+03 3.33058485e-01 4.15287739e+01 2.38489186e-03
1.20264300e+03 3.33093544e-01 4.35682518e+01 3.01607810e-03
1.20276959e+03 3.33128602e-01 3.58488646e+01 1.24014717e-03
1.20289617e+03 3.33163661e-01 4.01241812e+01 2.02879916e-03
1.20302275e+03 3.33198720e-01 3.79428501e+01 1.57823801e-03
1.20314933e+03 3.33233779e-01 4.38392921e+01 3.11167767e-03
1.20327591e+03 3.33268837e-01 4.71319522e+01 4.54598091e-03
1.20340249e+03 3.33303896e-01 4.33903106e+01 2.95491861e-03
1.20352907e+03 3.33338955e-01 3.96692398e+01 1.92527152e-03
1.20365565e+03 3.33374014e-01 4.33944620e+01 2.95633127e-03
1.20378223e+03 3.33409073e-01 3.96289361e+01 1.91635869e-03
1.20390881e+03 3.33444131e-01 4.28355521e+01 2.77209176e-03
1.20403539e+03 3.33479190e-01 4.39320412e+01 3.14508261e-03
1.20416197e+03 3.33514249e-01 4.60570372e+01 4.01681524e-03
1.20428855e+03 3.33549308e-01 4.20202697e+01 2.52373344e-03
1.20441513e+03 3.33584367e-01 1.62559794e+01 1.29965764e-04
1.20454171e+03 3.33619425e-01 4.11825130e+01 2.29168882e-03
1.20466830e+03 3.33654484e-01 4.66683501e+01 4.30970457e-03
1.20479488e+03 3.33689543e-01 4.02862446e+01 2.06700832e-03
1.20492146e+03 3.33724602e-01 4.07412952e+01 2.17818497e-03
1.20504804e+03 3.33759660e-01 4.24572231e+01 2.65394030e-03
1.20517462e+03 3.33794719e-01 4.31656106e+01 2.87945652e-03
1.20530120e+03 3.33829778e-01 5.04592352e+01 6.66794108e-03
1.20542778e+03 3.33864837e-01 5.31462356e+01 9.08535234e-03
1.20555436e+03 3.33899896e-01 4.84880043e+01 5.31410598e-03
1.20568094e+03 3.33934954e-01 4.01266079e+01 2.02936605e-03
1.20580752e+03 3.33970013e-01 3.05839693e+01 6.76438722e-04
1.20593410e+03 3.34005072e-01 4.11937714e+01 2.29466117e-03
1.20606068e+03 3.34040131e-01 4.88147317e+01 5.51780797e-03
1.20618726e+03 3.34075190e-01 4.66617150e+01 4.30641369e-03
1.20631384e+03 3.34110248e-01 3.29078861e+01 8.83943081e-04
1.20644042e+03 3.34145307e-01 3.74686973e+01 1.49439313e-03
1.20656701e+03 3.34180366e-01 2.94669032e+01 5.94805748e-04
1.20669359e+03 3.34215425e-01 3.72865887e+01 1.46338780e-03
1.20682017e+03 3.34250484e-01 3.89666445e+01 1.77566986e-03
1.20694675e+03 3.34285542e-01 4.25503771e+01 2.68255632e-03
1.20707333e+03 3.34320601e-01 4.51290041e+01 3.60977555e-03
1.20719991e+03 3.34355660e-01 3.99041229e+01 1.97804487e-03
1.20732649e+03 3.34390719e-01 4.14510847e+01 2.36365579e-03
1.20745307e+03 3.34425777e-01 4.02231209e+01 2.05204103e-03
1.20757965e+03 3.34460836e-01 3.52289567e+01 1.15472303e-03
1.20770623e+03 3.34495895e-01 3.39829197e+01 1.00040530e-03
1.20783281e+03 3.34530954e-01 4.10490621e+01 2.25674817e-03
1.20795939e+03 3.34566013e-01 3.99548508e+01 1.98963098e-03
1.20808597e+03 3.34601071e-01 4.19311048e+01 2.49795860e-03
1.20821255e+03 3.34636130e-01 2.89404653e+01 5.59826255e-04
1.20833913e+03 3.34671189e-01 4.70491187e+01 4.50283392e-03
1.20846572e+03 3.34706248e-01 3.93284649e+01 1.85119957e-03
1.20859230e+03 3.34741307e-01 4.74684707e+01 4.72556273e-03
1.20871888e+03 3.34776365e-01 4.14209921e+01 2.35548097e-03
1.20884546e+03 3.34811424e-01 4.11615032e+01 2.28615229e-03
1.20897204e+03 3.34846483e-01 4.23483657e+01 2.62088691e-03
1.20909862e+03 3.34881542e-01 4.54725185e+01 3.75539756e-03
1.20922520e+03 3.34916600e-01 4.16238231e+01 2.41113292e-03
1.20935178e+03 3.34951659e-01 4.20149295e+01 2.52218227e-03
1.20947836e+03 3.34986718e-01 4.45604393e+01 3.38105287e-03
1.20960494e+03 3.35021777e-01 4.46882653e+01 3.43117810e-03
1.20973152e+03 3.35056836e-01 4.55570698e+01 3.79213236e-03
1.20985810e+03 3.35091894e-01 4.17946580e+01 2.45902473e-03
1.20998468e+03 3.35126953e-01 4.33684280e+01 2.94748358e-03
1.21011126e+03 3.35162012e-01 4.50173212e+01 3.56365831e-03
1.21023785e+03 3.35197071e-01 4.27129302e+01 2.73323207e-03
1.21036443e+03 3.35232130e-01 3.36577489e+01 9.63645821e-04
1.21049101e+03 3.35267188e-01 2.89423815e+01 5.59949768e-04
1.21061759e+03 3.35302247e-01 4.25249726e+01 2.67472184e-03
1.21074417e+03 3.35337306e-01 4.54505615e+01 3.74591633e-03
1.21087075e+03 3.35372365e-01 3.83181518e+01 1.64792554e-03
1.21099733e+03 3.35407424e-01 4.20721884e+01 2.53886386e-03
1.21112391e+03 3.35442482e-01 4.65429393e+01 4.24792620e-03
1.21125049e+03 3.35477541e-01 3.90574289e+01 1.79432637e-03
1.21137707e+03 3.35512600e-01 4.26402069e+01 2.71044338e-03
1.21150365e+03 3.35547659e-01 4.55103659e+01 3.77179682e-03
1.21163023e+03 3.35582717e-01 4.17043989e+01 2.43360417e-03
1.21175681e+03 3.35617776e-01 2.88139418e+01 5.51730615e-04
1.21188339e+03 3.35652835e-01 3.99885060e+01 1.99735517e-03
1.21200997e+03 3.35687894e-01 4.05038588e+01 2.11944882e-03
1.21213656e+03 3.35722953e-01 4.28757261e+01 2.78494293e-03
1.21226314e+03 3.35758011e-01 4.51807324e+01 3.63133751e-03
1.21238972e+03 3.35793070e-01 4.57113419e+01 3.86008697e-03
1.21251630e+03 3.35828129e-01 4.52945395e+01 3.67923029e-03
1.21264288e+03 3.35863188e-01 4.36219729e+01 3.03478998e-03
1.21276946e+03 3.35898247e-01 4.15362818e+01 2.38695421e-03
1.21289604e+03 3.35933305e-01 4.06227652e+01 2.14866275e-03
1.21302262e+03 3.35968364e-01 3.74108414e+01 1.48447220e-03
1.21314920e+03 3.36003423e-01 3.48703113e+01 1.10801480e-03
1.21327578e+03 3.36038482e-01 2.67829533e+01 4.36694439e-04
1.21340236e+03 3.36073540e-01 3.47997610e+01 1.09905150e-03
1.21352894e+03 3.36108599e-01 3.81902855e+01 1.62384388e-03
1.21365552e+03 3.36143658e-01 4.47990024e+01 3.47520250e-03
1.21378210e+03 3.36178717e-01 4.83056706e+01 5.20371528e-03
1.21390868e+03 3.36213776e-01 4.12621193e+01 2.31278872e-03
1.21403527e+03 3.36248834e-01 3.21428859e+01 8.09420674e-04
1.21416185e+03 3.36283893e-01 3.07589844e+01 6.90206775e-04
1.21428843e+03 3.36318952e-01 3.68764309e+01 1.39589111e-03
1.21441501e+03 3.36354011e-01 3.92466621e+01 1.83384702e-03
1.21454159e+03 3.36389070e-01 3.99814769e+01 1.99573945e-03
1.21466817e+03 3.36424128e-01 4.78253631e+01 4.92377447e-03
1.21479475e+03 3.36459187e-01 4.97318607e+01 6.13229485e-03
1.21492133e+03 3.36494246e-01 4.60849921e+01 4.02976388e-03
1.21504791e+03 3.36529305e-01 4.92623431e+01 5.80961230e-03
1.21517449e+03 3.36564364e-01 5.00403498e+01 6.35400405e-03
1.21530107e+03 3.36599422e-01 4.89095220e+01 5.57835433e-03
1.21542765e+03 3.36634481e-01 4.48945074e+01 3.51362465e-03
1.21555423e+03 3.36669540e-01 4.32563659e+01 2.90970051e-03
1.21568081e+03 3.36704599e-01 4.47641914e+01 3.46130256e-03
1.21580739e+03 3.36739657e-01 3.91548875e+01 1.81457269e-03
1.21593398e+03 3.36774716e-01 3.57039745e+01 1.21963175e-03
1.21606056e+03 3.36809775e-01 3.58946121e+01 1.24669610e-03
1.21618714e+03 3.36844834e-01 3.76698584e+01 1.52940645e-03
1.21631372e+03 3.36879893e-01 4.45713548e+01 3.38530449e-03
1.21644030e+03 3.36914951e-01 3.61355628e+01 1.28176420e-03
1.21656688e+03 3.36950010e-01 1.76063950e+01 1.51827258e-04
1.21669346e+03 3.36985069e-01 4.18923441e+01 2.48683631e-03
1.21682004e+03 3.37020128e-01 5.02214447e+01 6.48787137e-03
1.21694662e+03 3.37055187e-01 4.98947551e+01 6.24838457e-03
1.21707320e+03 3.37090245e-01 4.02304288e+01 2.05376825e-03
1.21719978e+03 3.37125304e-01 4.25225885e+01 2.67398781e-03
1.21732636e+03 3.37160363e-01 3.76683214e+01 1.52913584e-03
1.21745294e+03 3.37195422e-01 4.46776313e+01 3.42697992e-03
1.21757952e+03 3.37230480e-01 3.60308009e+01 1.26639749e-03
1.21770610e+03 3.37265539e-01 4.26136527e+01 2.70216976e-03
1.21783269e+03 3.37300598e-01 4.72577313e+01 4.61228950e-03
1.21795927e+03 3.37335657e-01 4.89068937e+01 5.57666659e-03
1.21808585e+03 3.37370716e-01 4.40159035e+01 3.17559544e-03
1.21821243e+03 3.37405774e-01 4.42912923e+01 3.27789176e-03
