frequency_Hz Strouhal SPL_dB_smoothed
4.54424628e+02 1.25861048e-01 3.36845297e+01
4.54551208e+02 1.25896107e-01 3.37004907e+01
4.54677789e+02 1.25931166e-01 3.37059532e+01
4.54804370e+02 1.25966225e-01 3.37670052e+01
4.54930950e+02 1.26001284e-01 3.37469539e+01
4.55057531e+02 1.26036342e-01 3.37182924e+01
4.55184112e+02 1.26071401e-01 3.36963028e+01
4.55310692e+02 1.26106460e-01 3.36350675e+01
4.55437273e+02 1.26141519e-01 3.35988733e+01
4.55563854e+02 1.26176578e-01 3.36092158e+01
4.55690434e+02 1.26211636e-01 3.36301666e+01
4.55817015e+02 1.26246695e-01 3.36202967e+01
4.55943596e+02 1.26281754e-01 3.36252157e+01
4.56070176e+02 1.26316813e-01 3.35943344e+01
4.56196757e+02 1.26351871e-01 3.36116214e+01
4.56323338e+02 1.26386930e-01 3.35917720e+01
4.56449918e+02 1.26421989e-01 3.36038406e+01
4.56576499e+02 1.26457048e-01 3.36366146e+01
4.56703080e+02 1.26492107e-01 3.36955991e+01
4.56829660e+02 1.26527165e-01 3.36790073e+01
4.56956241e+02 1.26562224e-01 3.36301034e+01
4.57082822e+02 1.26597283e-01 3.36027555e+01
4.57209402e+02 1.26632342e-01 3.35821560e+01
4.57335983e+02 1.26667401e-01 3.36240640e+01
4.57462564e+02 1.26702459e-01 3.36712253e+01
4.57589144e+02 1.26737518e-01 3.36521306e+01
4.57715725e+02 1.26772577e-01 3.36386613e+01
4.57842306e+02 1.26807636e-01 3.36689612e+01
4.57968886e+02 1.26842695e-01 3.36677256e+01
4.58095467e+02 1.26877753e-01 3.36669035e+01
4.58222048e+02 1.26912812e-01 3.36528374e+01
4.58348628e+02 1.26947871e-01 3.36394276e+01
4.58475209e+02 1.26982930e-01 3.36514854e+01
4.58601790e+02 1.27017988e-01 3.37088268e+01
4.58728371e+02 1.27053047e-01 3.36824586e+01
4.58854951e+02 1.27088106e-01 3.36172744e+01
4.58981532e+02 1.27123165e-01 3.36301855e+01
4.59108113e+02 1.27158224e-01 3.36665118e+01
4.59234693e+02 1.27193282e-01 3.36850485e+01
4.59361274e+02 1.27228341e-01 3.36873394e+01
4.59487855e+02 1.27263400e-01 3.36918863e+01
4.59614435e+02 1.27298459e-01 3.37064850e+01
4.59741016e+02 1.27333518e-01 3.36868426e+01
4.59867597e+02 1.27368576e-01 3.36340449e+01
4.59994177e+02 1.27403635e-01 3.36171990e+01
4.60120758e+02 1.27438694e-01 3.36319076e+01
4.60247339e+02 1.27473753e-01 3.35727190e+01
4.60373919e+02 1.27508811e-01 3.35330462e+01
4.60500500e+02 1.27543870e-01 3.35130903e+01
4.60627081e+02 1.27578929e-01 3.34734026e+01
4.60753661e+02 1.27613988e-01 3.34161429e+01
4.60880242e+02 1.27649047e-01 3.33695370e+01
4.61006823e+02 1.27684105e-01 3.33165195e+01
4.61133403e+02 1.27719164e-01 3.32523740e+01
4.61259984e+02 1.27754223e-01 3.32289562e+01
4.61386565e+02 1.27789282e-01 3.32207083e+01
4.61513145e+02 1.27824341e-01 3.31993279e+01
4.61639726e+02 1.27859399e-01 3.31736543e+01
4.61766307e+02 1.27894458e-01 3.31665675e+01
4.61892887e+02 1.27929517e-01 3.31254144e+01
4.62019468e+02 1.27964576e-01 3.30985651e+01
4.62146049e+02 1.27999635e-01 3.30831956e+01
4.62272629e+02 1.28034693e-01 3.30457208e+01
4.62399210e+02 1.28069752e-01 3.30347805e+01
4.62525791e+02 1.28104811e-01 3.30373473e+01
4.62652371e+02 1.28139870e-01 3.30284740e+01
4.62778952e+02 1.28174928e-01 3.29494834e+01
4.62905533e+02 1.28209987e-01 3.29072873e+01
4.63032114e+02 1.28245046e-01 3.28599514e+01
4.63158694e+02 1.28280105e-01 3.28371410e+01
4.63285275e+02 1.28315164e-01 3.28060149e+01
4.63411856e+02 1.28350222e-01 3.28158439e+01
4.63538436e+02 1.28385281e-01 3.28423140e+01
4.63665017e+02 1.28420340e-01 3.28535553e+01
4.63791598e+02 1.28455399e-01 3.28136457e+01
4.63918178e+02 1.28490458e-01 3.27281293e+01
4.64044759e+02 1.28525516e-01 3.27412553e+01
4.64171340e+02 1.28560575e-01 3.27859728e+01
4.64297920e+02 1.28595634e-01 3.27847291e+01
4.64424501e+02 1.28630693e-01 3.27953130e+01
4.64551082e+02 1.28665751e-01 3.27930046e+01
4.64677662e+02 1.28700810e-01 3.28066532e+01
4.64804243e+02 1.28735869e-01 3.28145354e+01
4.64930824e+02 1.28770928e-01 3.28819691e+01
4.65057404e+02 1.28805987e-01 3.29181982e+01
4.65183985e+02 1.28841045e-01 3.29825090e+01
4.65310566e+02 1.28876104e-01 3.29790877e+01
4.65437146e+02 1.28911163e-01 3.29393305e+01
4.65563727e+02 1.28946222e-01 3.29371105e+01
4.65690308e+02 1.28981281e-01 3.29788773e+01
4.65816888e+02 1.29016339e-01 3.29479262e+01
4.65943469e+02 1.29051398e-01 3.29065820e+01
4.66070050e+02 1.29086457e-01 3.28836231e+01
4.66196630e+02 1.29121516e-01 3.28234069e+01
4.66323211e+02 1.29156575e-01 3.27805164e+01
4.66449792e+02 1.29191633e-01 3.27801324e+01
4.66576372e+02 1.29226692e-01 3.27724220e+01
4.66702953e+02 1.29261751e-01 3.27383463e+01
4.66829534e+02 1.29296810e-01 3.27129082e+01
4.66956114e+02 1.29331868e-01 3.27084980e+01
4.67082695e+02 1.29366927e-01 3.26752048e+01
4.67209276e+02 1.29401986e-01 3.26475559e+01
4.67335857e+02 1.29437045e-01 3.26023058e+01
4.67462437e+02 1.29472104e-01 3.26213706e+01
4.67589018e+02 1.29507162e-01 3.25158982e+01
4.67715599e+02 1.29542221e-01 3.24108108e+01
4.67842179e+02 1.29577280e-01 3.23456143e+01
4.67968760e+02 1.29612339e-01 3.23422298e+01
4.68095341e+02 1.29647398e-01 3.22987283e+01
4.68221921e+02 1.29682456e-01 3.22919133e+01
4.68348502e+02 1.29717515e-01 3.23491079e+01
4.68475083e+02 1.29752574e-01 3.23670349e+01
4.68601663e+02 1.29787633e-01 3.22780607e+01
4.68728244e+02 1.29822691e-01 3.22425291e+01
4.68854825e+02 1.29857750e-01 3.22300421e+01
4.68981405e+02 1.29892809e-01 3.23079156e+01
4.69107986e+02 1.29927868e-01 3.23119300e+01
4.69234567e+02 1.29962927e-01 3.22908542e+01
4.69361147e+02 1.29997985e-01 3.22914837e+01
4.69487728e+02 1.30033044e-01 3.22998846e+01
4.69614309e+02 1.30068103e-01 3.23067845e+01
4.69740889e+02 1.30103162e-01 3.23312764e+01
4.69867470e+02 1.30138221e-01 3.23426009e+01
4.69994051e+02 1.30173279e-01 3.23147137e+01
4.70120631e+02 1.30208338e-01 3.22687141e+01
4.70247212e+02 1.30243397e-01 3.22319490e+01
4.70373793e+02 1.30278456e-01 3.22283596e+01
4.70500373e+02 1.30313515e-01 3.21470481e+01
4.70626954e+02 1.30348573e-01 3.21515168e+01
4.70753535e+02 1.30383632e-01 3.21658625e+01
4.70880115e+02 1.30418691e-01 3.21841243e+01
4.71006696e+02 1.30453750e-01 3.21664982e+01
4.71133277e+02 1.30488808e-01 3.21949872e+01
4.71259857e+02 1.30523867e-01 3.21265898e+01
4.71386438e+02 1.30558926e-01 3.20879953e+01
4.71513019e+02 1.30593985e-01 3.20857986e+01
4.71639599e+02 1.30629044e-01 3.20724899e+01
4.71766180e+02 1.30664102e-01 3.20627047e+01
4.71892761e+02 1.30699161e-01 3.20479953e+01
4.72019342e+02 1.30734220e-01 3.20047216e+01
4.72145922e+02 1.30769279e-01 3.19303344e+01
4.72272503e+02 1.30804338e-01 3.19291423e+01
4.72399084e+02 1.30839396e-01 3.19398846e+01
4.72525664e+02 1.30874455e-01 3.19675120e+01
4.72652245e+02 1.30909514e-01 3.19855852e+01
4.72778826e+02 1.30944573e-01 3.19173734e+01
4.72905406e+02 1.30979631e-01 3.18458877e+01
4.73031987e+02 1.31014690e-01 3.18405408e+01
4.73158568e+02 1.31049749e-01 3.18617815e+01
4.73285148e+02 1.31084808e-01 3.18770861e+01
4.73411729e+02 1.31119867e-01 3.18751489e+01
4.73538310e+02 1.31154925e-01 3.16788758e+01
4.73664890e+02 1.31189984e-01 3.16722603e+01
4.73791471e+02 1.31225043e-01 3.16600455e+01
4.73918052e+02 1.31260102e-01 3.16596733e+01
4.74044632e+02 1.31295161e-01 3.16547528e+01
4.74171213e+02 1.31330219e-01 3.16686873e+01
4.74297794e+02 1.31365278e-01 3.16094007e+01
4.74424374e+02 1.31400337e-01 3.16121581e+01
4.74550955e+02 1.31435396e-01 3.16091115e+01
4.74677536e+02 1.31470455e-01 3.15303060e+01
4.74804116e+02 1.31505513e-01 3.15978004e+01
4.74930697e+02 1.31540572e-01 3.15920637e+01
4.75057278e+02 1.31575631e-01 3.16027401e+01
4.75183858e+02 1.31610690e-01 3.16208134e+01
4.75310439e+02 1.31645748e-01 3.15408620e+01
4.75437020e+02 1.31680807e-01 3.15399647e+01
4.75563600e+02 1.31715866e-01 3.15986008e+01
4.75690181e+02 1.31750925e-01 3.15674746e+01
4.75816762e+02 1.31785984e-01 3.15716131e+01
4.75943342e+02 1.31821042e-01 3.15947531e+01
4.76069923e+02 1.31856101e-01 3.16247460e+01
4.76196504e+02 1.31891160e-01 3.16735508e+01
4.76323085e+02 1.31926219e-01 3.16490571e+01
4.76449665e+02 1.31961278e-01 3.16199887e+01
4.76576246e+02 1.31996336e-01 3.15239884e+01
4.76702827e+02 1.32031395e-01 3.14916752e+01
4.76829407e+02 1.32066454e-01 3.14937292e+01
4.76955988e+02 1.32101513e-01 3.15255186e+01
4.77082569e+02 1.32136571e-01 3.15439613e+01
4.77209149e+02 1.32171630e-01 3.15159358e+01
4.77335730e+02 1.32206689e-01 3.15710407e+01
4.77462311e+02 1.32241748e-01 3.16164564e+01
4.77588891e+02 1.32276807e-01 3.17803205e+01
4.77715472e+02 1.32311865e-01 3.17527106e+01
4.77842053e+02 1.32346924e-01 3.16699100e+01
4.77968633e+02 1.32381983e-01 3.15585587e+01
4.78095214e+02 1.32417042e-01 3.15700261e+01
4.78221795e+02 1.32452101e-01 3.15720869e+01
4.78348375e+02 1.32487159e-01 3.16072135e+01
4.78474956e+02 1.32522218e-01 3.16291082e+01
4.78601537e+02 1.32557277e-01 3.17525391e+01
4.78728117e+02 1.32592336e-01 3.18123533e+01
4.78854698e+02 1.32627395e-01 3.18523965e+01
4.78981279e+02 1.32662453e-01 3.19812710e+01
4.79107859e+02 1.32697512e-01 3.19979830e+01
4.79234440e+02 1.32732571e-01 3.19860437e+01
4.79361021e+02 1.32767630e-01 3.19696584e+01
4.79487601e+02 1.32802688e-01 3.19851245e+01
4.79614182e+02 1.32837747e-01 3.19614144e+01
4.79740763e+02 1.32872806e-01 3.19231030e+01
4.79867343e+02 1.32907865e-01 3.19050629e+01
4.79993924e+02 1.32942924e-01 3.19043962e+01
4.80120505e+02 1.32977982e-01 3.19282405e+01
4.80247085e+02 1.33013041e-01 3.19494193e+01
4.80373666e+02 1.33048100e-01 3.19302113e+01
4.80500247e+02 1.33083159e-01 3.19002440e+01
4.80626828e+02 1.33118218e-01 3.19607336e+01
4.80753408e+02 1.33153276e-01 3.20067840e+01
4.80879989e+02 1.33188335e-01 3.19419691e+01
4.81006570e+02 1.33223394e-01 3.18891565e+01
4.81133150e+02 1.33258453e-01 3.19101961e+01
4.81259731e+02 1.33293511e-01 3.18707127e+01
4.81386312e+02 1.33328570e-01 3.19078031e+01
4.81512892e+02 1.33363629e-01 3.19203651e+01
4.81639473e+02 1.33398688e-01 3.19511634e+01
4.81766054e+02 1.33433747e-01 3.18883784e+01
4.81892634e+02 1.33468805e-01 3.18901171e+01
4.82019215e+02 1.33503864e-01 3.18919280e+01
4.82145796e+02 1.33538923e-01 3.19091823e+01
4.82272376e+02 1.33573982e-01 3.18935513e+01
4.82398957e+02 1.33609041e-01 3.19016777e+01
4.82525538e+02 1.33644099e-01 3.19252173e+01
4.82652118e+02 1.33679158e-01 3.19699684e+01
4.82778699e+02 1.33714217e-01 3.20150472e+01
4.82905280e+02 1.33749276e-01 3.20176979e+01
4.83031860e+02 1.33784335e-01 3.19979629e+01
4.83158441e+02 1.33819393e-01 3.19907210e+01
4.83285022e+02 1.33854452e-01 3.19779509e+01
4.83411602e+02 1.33889511e-01 3.18551502e+01
4.83538183e+02 1.33924570e-01 3.18466498e+01
4.83664764e+02 1.33959628e-01 3.18630432e+01
4.83791344e+02 1.33994687e-01 3.18390557e+01
4.83917925e+02 1.34029746e-01 3.18386513e+01
4.84044506e+02 1.34064805e-01 3.18712642e+01
4.84171086e+02 1.34099864e-01 3.19123140e+01
4.84297667e+02 1.34134922e-01 3.18175534e+01
4.84424248e+02 1.34169981e-01 3.17346753e+01
4.84550828e+02 1.34205040e-01 3.16890914e+01
4.84677409e+02 1.34240099e-01 3.17015846e+01
4.84803990e+02 1.34275158e-01 3.16953303e+01
4.84930570e+02 1.34310216e-01 3.16809527e+01
4.85057151e+02 1.34345275e-01 3.16448370e+01
4.85183732e+02 1.34380334e-01 3.16754286e+01
4.85310313e+02 1.34415393e-01 3.17008276e+01
4.85436893e+02 1.34450451e-01 3.17672001e+01
4.85563474e+02 1.34485510e-01 3.18379809e+01
4.85690055e+02 1.34520569e-01 3.18773981e+01
4.85816635e+02 1.34555628e-01 3.19163044e+01
4.85943216e+02 1.34590687e-01 3.19229607e+01
4.86069797e+02 1.34625745e-01 3.19499561e+01
4.86196377e+02 1.34660804e-01 3.19620799e+01
4.86322958e+02 1.34695863e-01 3.19934422e+01
4.86449539e+02 1.34730922e-01 3.20358220e+01
4.86576119e+02 1.34765981e-01 3.20471830e+01
4.86702700e+02 1.34801039e-01 3.20706626e+01
4.86829281e+02 1.34836098e-01 3.20846078e+01
4.86955861e+02 1.34871157e-01 3.21097518e+01
4.87082442e+02 1.34906216e-01 3.21232815e+01
4.87209023e+02 1.34941275e-01 3.21546190e+01
4.87335603e+02 1.34976333e-01 3.21994058e+01
4.87462184e+02 1.35011392e-01 3.22775671e+01
4.87588765e+02 1.35046451e-01 3.23351821e+01
4.87715345e+02 1.35081510e-01 3.22834435e+01
4.87841926e+02 1.35116568e-01 3.22685030e+01
4.87968507e+02 1.35151627e-01 3.22515840e+01
4.88095087e+02 1.35186686e-01 3.23162232e+01
4.88221668e+02 1.35221745e-01 3.23645405e+01
4.88348249e+02 1.35256804e-01 3.24163527e+01
4.88474829e+02 1.35291862e-01 3.24382949e+01
4.88601410e+02 1.35326921e-01 3.24720297e+01
4.88727991e+02 1.35361980e-01 3.24679222e+01
4.88854571e+02 1.35397039e-01 3.24477378e+01
4.88981152e+02 1.35432098e-01 3.24279982e+01
4.89107733e+02 1.35467156e-01 3.24432956e+01
4.89234313e+02 1.35502215e-01 3.24873985e+01
4.89360894e+02 1.35537274e-01 3.24663740e+01
4.89487475e+02 1.35572333e-01 3.24511913e+01
4.89614056e+02 1.35607391e-01 3.24680474e+01
4.89740636e+02 1.35642450e-01 3.24786319e+01
4.89867217e+02 1.35677509e-01 3.24911427e+01
4.89993798e+02 1.35712568e-01 3.24852498e+01
4.90120378e+02 1.35747627e-01 3.24339717e+01
4.90246959e+02 1.35782685e-01 3.24405801e+01
4.90373540e+02 1.35817744e-01 3.24415908e+01
4.90500120e+02 1.35852803e-01 3.24164497e+01
4.90626701e+02 1.35887862e-01 3.24061094e+01
4.90753282e+02 1.35922921e-01 3.24569700e+01
4.90879862e+02 1.35957979e-01 3.24569244e+01
4.91006443e+02 1.35993038e-01 3.24165788e+01
4.91133024e+02 1.36028097e-01 3.23926662e+01
4.91259604e+02 1.36063156e-01 3.24280546e+01
4.91386185e+02 1.36098215e-01 3.23991152e+01
4.91512766e+02 1.36133273e-01 3.24416911e+01
4.91639346e+02 1.36168332e-01 3.24823211e+01
4.91765927e+02 1.36203391e-01 3.24935647e+01
4.91892508e+02 1.36238450e-01 3.24636616e+01
4.92019088e+02 1.36273508e-01 3.24813726e+01
4.92145669e+02 1.36308567e-01 3.25097031e+01
4.92272250e+02 1.36343626e-01 3.24893659e+01
4.92398830e+02 1.36378685e-01 3.24927347e+01
4.92525411e+02 1.36413744e-01 3.25199589e+01
4.92651992e+02 1.36448802e-01 3.25503081e+01
4.92778572e+02 1.36483861e-01 3.25740761e+01
4.92905153e+02 1.36518920e-01 3.26957077e+01
4.93031734e+02 1.36553979e-01 3.28010433e+01
4.93158314e+02 1.36589038e-01 3.28636929e+01
4.93284895e+02 1.36624096e-01 3.29065294e+01
4.93411476e+02 1.36659155e-01 3.29660338e+01
4.93538056e+02 1.36694214e-01 3.29862818e+01
4.93664637e+02 1.36729273e-01 3.30127365e+01
4.93791218e+02 1.36764331e-01 3.30219905e+01
4.93917799e+02 1.36799390e-01 3.30586550e+01
4.94044379e+02 1.36834449e-01 3.30639937e+01
4.94170960e+02 1.36869508e-01 3.31115428e+01
4.94297541e+02 1.36904567e-01 3.31559424e+01
4.94424121e+02 1.36939625e-01 3.31690516e+01
4.94550702e+02 1.36974684e-01 3.31181865e+01
4.94677283e+02 1.37009743e-01 3.30542305e+01
4.94803863e+02 1.37044802e-01 3.29676313e+01
4.94930444e+02 1.37079861e-01 3.28869800e+01
4.95057025e+02 1.37114919e-01 3.28644886e+01
4.95183605e+02 1.37149978e-01 3.28764213e+01
4.95310186e+02 1.37185037e-01 3.29015761e+01
4.95436767e+02 1.37220096e-01 3.29283794e+01
4.95563347e+02 1.37255154e-01 3.28851720e+01
4.95689928e+02 1.37290213e-01 3.28649880e+01
4.95816509e+02 1.37325272e-01 3.29312636e+01
4.95943089e+02 1.37360331e-01 3.29671700e+01
4.96069670e+02 1.37395390e-01 3.29855838e+01
4.96196251e+02 1.37430448e-01 3.29952276e+01
4.96322831e+02 1.37465507e-01 3.30375561e+01
4.96449412e+02 1.37500566e-01 3.30162834e+01
4.96575993e+02 1.37535625e-01 3.30903973e+01
4.96702573e+02 1.37570684e-01 3.31740615e+01
4.96829154e+02 1.37605742e-01 3.31864251e+01
4.96955735e+02 1.37640801e-01 3.31727463e+01
4.97082315e+02 1.37675860e-01 3.31397927e+01
4.97208896e+02 1.37710919e-01 3.31112660e+01
4.97335477e+02 1.37745978e-01 3.31148805e+01
4.97462057e+02 1.37781036e-01 3.31677733e+01
4.97588638e+02 1.37816095e-01 3.31922650e+01
4.97715219e+02 1.37851154e-01 3.31794948e+01
4.97841799e+02 1.37886213e-01 3.31032485e+01
4.97968380e+02 1.37921271e-01 3.30850265e+01
4.98094961e+02 1.37956330e-01 3.32027564e+01
4.98221541e+02 1.37991389e-01 3.33168625e+01
4.98348122e+02 1.38026448e-01 3.33343206e+01
4.98474703e+02 1.38061507e-01 3.33092916e+01
4.98601284e+02 1.38096565e-01 3.32537784e+01
4.98727864e+02 1.38131624e-01 3.31295021e+01
4.98854445e+02 1.38166683e-01 3.32401116e+01
4.98981026e+02 1.38201742e-01 3.32149904e+01
4.99107606e+02 1.38236801e-01 3.32166906e+01
4.99234187e+02 1.38271859e-01 3.31634688e+01
4.99360768e+02 1.38306918e-01 3.31422984e+01
4.99487348e+02 1.38341977e-01 3.31416919e+01
4.99613929e+02 1.38377036e-01 3.31597654e+01
4.99740510e+02 1.38412094e-01 3.31351937e+01
4.99867090e+02 1.38447153e-01 3.31336618e+01
4.99993671e+02 1.38482212e-01 3.31881666e+01
5.00120252e+02 1.38517271e-01 3.31862715e+01
5.00246832e+02 1.38552330e-01 3.32314204e+01
5.00373413e+02 1.38587388e-01 3.32554516e+01
5.00499994e+02 1.38622447e-01 3.32645313e+01
5.00626574e+02 1.38657506e-01 3.33284153e+01
5.00753155e+02 1.38692565e-01 3.33263568e+01
5.00879736e+02 1.38727624e-01 3.33221849e+01
5.01006316e+02 1.38762682e-01 3.33520879e+01
5.01132897e+02 1.38797741e-01 3.33581529e+01
5.01259478e+02 1.38832800e-01 3.33101897e+01
5.01386058e+02 1.38867859e-01 3.32314144e+01
5.01512639e+02 1.38902918e-01 3.32323183e+01
5.01639220e+02 1.38937976e-01 3.32254886e+01
5.01765800e+02 1.38973035e-01 3.32248809e+01
5.01892381e+02 1.39008094e-01 3.32718750e+01
5.02018962e+02 1.39043153e-01 3.32713522e+01
5.02145542e+02 1.39078211e-01 3.32547036e+01
5.02272123e+02 1.39113270e-01 3.32104888e+01
5.02398704e+02 1.39148329e-01 3.31750319e+01
5.02525284e+02 1.39183388e-01 3.32269768e+01
5.02651865e+02 1.39218447e-01 3.32274318e+01
5.02778446e+02 1.39253505e-01 3.32155645e+01
5.02905027e+02 1.39288564e-01 3.31913629e+01
5.03031607e+02 1.39323623e-01 3.31974091e+01
5.03158188e+02 1.39358682e-01 3.32067254e+01
5.03284769e+02 1.39393741e-01 3.32875958e+01
5.03411349e+02 1.39428799e-01 3.33115606e+01
5.03537930e+02 1.39463858e-01 3.33123535e+01
5.03664511e+02 1.39498917e-01 3.33491088e+01
5.03791091e+02 1.39533976e-01 3.33412568e+01
5.03917672e+02 1.39569034e-01 3.33151727e+01
5.04044253e+02 1.39604093e-01 3.32342551e+01
5.04170833e+02 1.39639152e-01 3.32160868e+01
5.04297414e+02 1.39674211e-01 3.32586780e+01
5.04423995e+02 1.39709270e-01 3.33039865e+01
5.04550575e+02 1.39744328e-01 3.33536460e+01
5.04677156e+02 1.39779387e-01 3.33854136e+01
5.04803737e+02 1.39814446e-01 3.34231503e+01
5.04930317e+02 1.39849505e-01 3.34920681e+01
5.05056898e+02 1.39884564e-01 3.35455493e+01
5.05183479e+02 1.39919622e-01 3.34866609e+01
5.05310059e+02 1.39954681e-01 3.34783211e+01
5.05436640e+02 1.39989740e-01 3.34395853e+01
5.05563221e+02 1.40024799e-01 3.34410794e+01
5.05689801e+02 1.40059858e-01 3.35060210e+01
5.05816382e+02 1.40094916e-01 3.35751234e+01
5.05942963e+02 1.40129975e-01 3.35830897e+01
5.06069543e+02 1.40165034e-01 3.35697457e+01
5.06196124e+02 1.40200093e-01 3.36368752e+01
5.06322705e+02 1.40235151e-01 3.37448379e+01
5.06449285e+02 1.40270210e-01 3.38434063e+01
5.06575866e+02 1.40305269e-01 3.39777766e+01
5.06702447e+02 1.40340328e-01 3.40202428e+01
5.06829027e+02 1.40375387e-01 3.40330233e+01
5.06955608e+02 1.40410445e-01 3.41073769e+01
5.07082189e+02 1.40445504e-01 3.42213320e+01
5.07208770e+02 1.40480563e-01 3.42358279e+01
5.07335350e+02 1.40515622e-01 3.42747909e+01
5.07461931e+02 1.40550681e-01 3.43056862e+01
5.07588512e+02 1.40585739e-01 3.43494635e+01
5.07715092e+02 1.40620798e-01 3.43560250e+01
5.07841673e+02 1.40655857e-01 3.43168470e+01
5.07968254e+02 1.40690916e-01 3.42460985e+01
5.08094834e+02 1.40725974e-01 3.42289401e+01
5.08221415e+02 1.40761033e-01 3.42487218e+01
5.08347996e+02 1.40796092e-01 3.42649740e+01
5.08474576e+02 1.40831151e-01 3.42595786e+01
5.08601157e+02 1.40866210e-01 3.43146809e+01
5.08727738e+02 1.40901268e-01 3.44617984e+01
5.08854318e+02 1.40936327e-01 3.44551865e+01
5.08980899e+02 1.40971386e-01 3.44243390e+01
5.09107480e+02 1.41006445e-01 3.44600373e+01
5.09234060e+02 1.41041504e-01 3.44723448e+01
5.09360641e+02 1.41076562e-01 3.44403096e+01
5.09487222e+02 1.41111621e-01 3.44382180e+01
5.09613802e+02 1.41146680e-01 3.45193496e+01
5.09740383e+02 1.41181739e-01 3.45917020e+01
5.09866964e+02 1.41216798e-01 3.46331606e+01
5.09993544e+02 1.41251856e-01 3.46338822e+01
5.10120125e+02 1.41286915e-01 3.46716682e+01
5.10246706e+02 1.41321974e-01 3.47003670e+01
5.10373286e+02 1.41357033e-01 3.47385701e+01
5.10499867e+02 1.41392091e-01 3.46962641e+01
5.10626448e+02 1.41427150e-01 3.46656797e+01
5.10753028e+02 1.41462209e-01 3.46408006e+01
5.10879609e+02 1.41497268e-01 3.46181498e+01
5.11006190e+02 1.41532327e-01 3.45677828e+01
5.11132770e+02 1.41567385e-01 3.45414976e+01
5.11259351e+02 1.41602444e-01 3.45400265e+01
5.11385932e+02 1.41637503e-01 3.44897428e+01
5.11512512e+02 1.41672562e-01 3.45179610e+01
5.11639093e+02 1.41707621e-01 3.45315419e+01
5.11765674e+02 1.41742679e-01 3.45619934e+01
5.11892255e+02 1.41777738e-01 3.46491087e+01
5.12018835e+02 1.41812797e-01 3.46446323e+01
5.12145416e+02 1.41847856e-01 3.46266925e+01
5.12271997e+02 1.41882914e-01 3.46164045e+01
5.12398577e+02 1.41917973e-01 3.46122382e+01
5.12525158e+02 1.41953032e-01 3.46182580e+01
5.12651739e+02 1.41988091e-01 3.46019428e+01
5.12778319e+02 1.42023150e-01 3.45617342e+01
5.12904900e+02 1.42058208e-01 3.45434604e+01
5.13031481e+02 1.42093267e-01 3.45431662e+01
5.13158061e+02 1.42128326e-01 3.45250067e+01
5.13284642e+02 1.42163385e-01 3.45372249e+01
5.13411223e+02 1.42198444e-01 3.45332751e+01
5.13537803e+02 1.42233502e-01 3.44988047e+01
5.13664384e+02 1.42268561e-01 3.44928680e+01
5.13790965e+02 1.42303620e-01 3.45038807e+01
5.13917545e+02 1.42338679e-01 3.45109136e+01
5.14044126e+02 1.42373738e-01 3.45010701e+01
5.14170707e+02 1.42408796e-01 3.44984627e+01
5.14297287e+02 1.42443855e-01 3.45091733e+01
5.14423868e+02 1.42478914e-01 3.45238962e+01
5.14550449e+02 1.42513973e-01 3.45524766e+01
5.14677029e+02 1.42549031e-01 3.45339646e+01
5.14803610e+02 1.42584090e-01 3.45577196e+01
5.14930191e+02 1.42619149e-01 3.45306457e+01
5.15056771e+02 1.42654208e-01 3.45200763e+01
5.15183352e+02 1.42689267e-01 3.45180991e+01
5.15309933e+02 1.42724325e-01 3.45063695e+01
5.15436513e+02 1.42759384e-01 3.44737319e+01
5.15563094e+02 1.42794443e-01 3.44417712e+01
5.15689675e+02 1.42829502e-01 3.44371577e+01
5.15816255e+02 1.42864561e-01 3.44533637e+01
5.15942836e+02 1.42899619e-01 3.44667529e+01
5.16069417e+02 1.42934678e-01 3.44470871e+01
5.16195998e+02 1.42969737e-01 3.44356796e+01
5.16322578e+02 1.43004796e-01 3.43926623e+01
5.16449159e+02 1.43039854e-01 3.44017925e+01
5.16575740e+02 1.43074913e-01 3.43880021e+01
5.16702320e+02 1.43109972e-01 3.44021100e+01
5.16828901e+02 1.43145031e-01 3.44335237e+01
5.16955482e+02 1.43180090e-01 3.44190941e+01
5.17082062e+02 1.43215148e-01 3.43964065e+01
5.17208643e+02 1.43250207e-01 3.44304266e+01
5.17335224e+02 1.43285266e-01 3.44350487e+01
5.17461804e+02 1.43320325e-01 3.44425102e+01
5.17588385e+02 1.43355384e-01 3.44958338e+01
5.17714966e+02 1.43390442e-01 3.45057779e+01
5.17841546e+02 1.43425501e-01 3.44902021e+01
5.17968127e+02 1.43460560e-01 3.44506368e+01
5.18094708e+02 1.43495619e-01 3.44185950e+01
5.18221288e+02 1.43530678e-01 3.43823545e+01
5.18347869e+02 1.43565736e-01 3.43501881e+01
5.18474450e+02 1.43600795e-01 3.42980858e+01
5.18601030e+02 1.43635854e-01 3.42764107e+01
5.18727611e+02 1.43670913e-01 3.42462819e+01
5.18854192e+02 1.43705971e-01 3.42230778e+01
5.18980772e+02 1.43741030e-01 3.41939303e+01
5.19107353e+02 1.43776089e-01 3.41853092e+01
5.19233934e+02 1.43811148e-01 3.42200435e+01
5.19360514e+02 1.43846207e-01 3.42292746e+01
5.19487095e+02 1.43881265e-01 3.42152750e+01
5.19613676e+02 1.43916324e-01 3.42109143e+01
5.19740256e+02 1.43951383e-01 3.42246624e+01
