frequency_Hz Strouhal SPL_dB_smoothed
1.39023557e+03 3.85050667e-01 2.86983679e+01
1.39036215e+03 3.85085726e-01 2.86525376e+01
1.39048873e+03 3.85120785e-01 2.85954634e+01
1.39061531e+03 3.85155844e-01 2.85241845e+01
1.39074189e+03 3.85190902e-01 2.84364739e+01
1.39086847e+03 3.85225961e-01 2.84232149e+01
1.39099505e+03 3.85261020e-01 2.84756612e+01
1.39112163e+03 3.85296079e-01 2.84910898e+01
1.39124821e+03 3.85331137e-01 2.84929571e+01
1.39137479e+03 3.85366196e-01 2.84539328e+01
1.39150137e+03 3.85401255e-01 2.84071701e+01
1.39162795e+03 3.85436314e-01 2.83613543e+01
1.39175453e+03 3.85471373e-01 2.83739452e+01
1.39188112e+03 3.85506431e-01 2.83726951e+01
1.39200770e+03 3.85541490e-01 2.82960278e+01
1.39213428e+03 3.85576549e-01 2.82761434e+01
1.39226086e+03 3.85611608e-01 2.82805620e+01
1.39238744e+03 3.85646667e-01 2.82330727e+01
1.39251402e+03 3.85681725e-01 2.82691160e+01
1.39264060e+03 3.85716784e-01 2.82738756e+01
1.39276718e+03 3.85751843e-01 2.82599719e+01
1.39289376e+03 3.85786902e-01 2.82818884e+01
1.39302034e+03 3.85821960e-01 2.82578477e+01
1.39314692e+03 3.85857019e-01 2.82689812e+01
1.39327350e+03 3.85892078e-01 2.82241025e+01
1.39340008e+03 3.85927137e-01 2.82419553e+01
1.39352666e+03 3.85962196e-01 2.81912428e+01
1.39365324e+03 3.85997254e-01 2.81725135e+01
1.39377983e+03 3.86032313e-01 2.81725794e+01
1.39390641e+03 3.86067372e-01 2.81897186e+01
1.39403299e+03 3.86102431e-01 2.81878756e+01
1.39415957e+03 3.86137490e-01 2.81407815e+01
1.39428615e+03 3.86172548e-01 2.80956948e+01
1.39441273e+03 3.86207607e-01 2.80843325e+01
1.39453931e+03 3.86242666e-01 2.80873393e+01
1.39466589e+03 3.86277725e-01 2.80655673e+01
1.39479247e+03 3.86312784e-01 2.80842792e+01
1.39491905e+03 3.86347842e-01 2.81045151e+01
1.39504563e+03 3.86382901e-01 2.81213976e+01
1.39517221e+03 3.86417960e-01 2.81997011e+01
1.39529879e+03 3.86453019e-01 2.81589565e+01
1.39542537e+03 3.86488077e-01 2.81684458e+01
1.39555196e+03 3.86523136e-01 2.81517728e+01
1.39567854e+03 3.86558195e-01 2.81131890e+01
1.39580512e+03 3.86593254e-01 2.81001742e+01
1.39593170e+03 3.86628313e-01 2.81417707e+01
1.39605828e+03 3.86663371e-01 2.81370192e+01
1.39618486e+03 3.86698430e-01 2.81479141e+01
1.39631144e+03 3.86733489e-01 2.81245329e+01
1.39643802e+03 3.86768548e-01 2.80762335e+01
1.39656460e+03 3.86803607e-01 2.80447505e+01
1.39669118e+03 3.86838665e-01 2.80001668e+01
1.39681776e+03 3.86873724e-01 2.79642706e+01
1.39694434e+03 3.86908783e-01 2.79472855e+01
1.39707092e+03 3.86943842e-01 2.79495860e+01
1.39719750e+03 3.86978900e-01 2.79267913e+01
1.39732408e+03 3.87013959e-01 2.78592911e+01
1.39745067e+03 3.87049018e-01 2.78232763e+01
1.39757725e+03 3.87084077e-01 2.78073253e+01
1.39770383e+03 3.87119136e-01 2.77282540e+01
1.39783041e+03 3.87154194e-01 2.77573460e+01
1.39795699e+03 3.87189253e-01 2.77383992e+01
1.39808357e+03 3.87224312e-01 2.77233758e+01
1.39821015e+03 3.87259371e-01 2.77477118e+01
1.39833673e+03 3.87294430e-01 2.77565840e+01
1.39846331e+03 3.87329488e-01 2.77091523e+01
1.39858989e+03 3.87364547e-01 2.77621198e+01
1.39871647e+03 3.87399606e-01 2.77229735e+01
1.39884305e+03 3.87434665e-01 2.77317518e+01
1.39896963e+03 3.87469724e-01 2.76841312e+01
1.39909621e+03 3.87504782e-01 2.75739970e+01
1.39922279e+03 3.87539841e-01 2.75542729e+01
1.39934938e+03 3.87574900e-01 2.76061604e+01
1.39947596e+03 3.87609959e-01 2.76647574e+01
1.39960254e+03 3.87645017e-01 2.76505830e+01
1.39972912e+03 3.87680076e-01 2.76363994e+01
1.39985570e+03 3.87715135e-01 2.76261176e+01
1.39998228e+03 3.87750194e-01 2.76005011e+01
1.40010886e+03 3.87785253e-01 2.77180379e+01
1.40023544e+03 3.87820311e-01 2.77568791e+01
1.40036202e+03 3.87855370e-01 2.78223682e+01
1.40048860e+03 3.87890429e-01 2.78312399e+01
1.40061518e+03 3.87925488e-01 2.78068150e+01
1.40074176e+03 3.87960547e-01 2.77969202e+01
1.40086834e+03 3.87995605e-01 2.77977111e+01
1.40099492e+03 3.88030664e-01 2.77958417e+01
1.40112150e+03 3.88065723e-01 2.77757485e+01
1.40124809e+03 3.88100782e-01 2.77107756e+01
1.40137467e+03 3.88135840e-01 2.77047829e+01
1.40150125e+03 3.88170899e-01 2.76819876e+01
1.40162783e+03 3.88205958e-01 2.75843549e+01
1.40175441e+03 3.88241017e-01 2.75625113e+01
1.40188099e+03 3.88276076e-01 2.75641077e+01
1.40200757e+03 3.88311134e-01 2.75856026e+01
1.40213415e+03 3.88346193e-01 2.75544506e+01
1.40226073e+03 3.88381252e-01 2.75652353e+01
1.40238731e+03 3.88416311e-01 2.75728567e+01
1.40251389e+03 3.88451370e-01 2.74498144e+01
1.40264047e+03 3.88486428e-01 2.74531867e+01
1.40276705e+03 3.88521487e-01 2.74162038e+01
1.40289363e+03 3.88556546e-01 2.74152975e+01
1.40302021e+03 3.88591605e-01 2.74840572e+01
1.40314680e+03 3.88626664e-01 2.75271067e+01
1.40327338e+03 3.88661722e-01 2.75248587e+01
1.40339996e+03 3.88696781e-01 2.75239620e+01
1.40352654e+03 3.88731840e-01 2.75285118e+01
1.40365312e+03 3.88766899e-01 2.75514047e+01
1.40377970e+03 3.88801957e-01 2.76052026e+01
1.40390628e+03 3.88837016e-01 2.76143744e+01
1.40403286e+03 3.88872075e-01 2.75658934e+01
1.40415944e+03 3.88907134e-01 2.74967393e+01
1.40428602e+03 3.88942193e-01 2.74398240e+01
1.40441260e+03 3.88977251e-01 2.74332828e+01
1.40453918e+03 3.89012310e-01 2.74483164e+01
1.40466576e+03 3.89047369e-01 2.74623431e+01
1.40479234e+03 3.89082428e-01 2.74674763e+01
1.40491893e+03 3.89117487e-01 2.74600915e+01
1.40504551e+03 3.89152545e-01 2.74422086e+01
1.40517209e+03 3.89187604e-01 2.74257022e+01
1.40529867e+03 3.89222663e-01 2.74722687e+01
1.40542525e+03 3.89257722e-01 2.74574222e+01
1.40555183e+03 3.89292780e-01 2.74817605e+01
1.40567841e+03 3.89327839e-01 2.75310476e+01
1.40580499e+03 3.89362898e-01 2.75502819e+01
1.40593157e+03 3.89397957e-01 2.75714042e+01
1.40605815e+03 3.89433016e-01 2.75769791e+01
1.40618473e+03 3.89468074e-01 2.75887545e+01
1.40631131e+03 3.89503133e-01 2.76119233e+01
1.40643789e+03 3.89538192e-01 2.75531257e+01
1.40656447e+03 3.89573251e-01 2.74984972e+01
1.40669105e+03 3.89608310e-01 2.74667679e+01
1.40681764e+03 3.89643368e-01 2.74431897e+01
1.40694422e+03 3.89678427e-01 2.74367459e+01
1.40707080e+03 3.89713486e-01 2.74428707e+01
1.40719738e+03 3.89748545e-01 2.74218654e+01
1.40732396e+03 3.89783604e-01 2.73892343e+01
1.40745054e+03 3.89818662e-01 2.73521955e+01
1.40757712e+03 3.89853721e-01 2.72927483e+01
1.40770370e+03 3.89888780e-01 2.72519776e+01
1.40783028e+03 3.89923839e-01 2.72088401e+01
1.40795686e+03 3.89958897e-01 2.72019466e+01
1.40808344e+03 3.89993956e-01 2.72091445e+01
1.40821002e+03 3.90029015e-01 2.72150874e+01
1.40833660e+03 3.90064074e-01 2.72375857e+01
1.40846318e+03 3.90099133e-01 2.73049092e+01
1.40858976e+03 3.90134191e-01 2.71908421e+01
1.40871635e+03 3.90169250e-01 2.71258402e+01
1.40884293e+03 3.90204309e-01 2.71103198e+01
1.40896951e+03 3.90239368e-01 2.70915035e+01
1.40909609e+03 3.90274427e-01 2.70565393e+01
1.40922267e+03 3.90309485e-01 2.70132561e+01
1.40934925e+03 3.90344544e-01 2.70632070e+01
1.40947583e+03 3.90379603e-01 2.70807476e+01
1.40960241e+03 3.90414662e-01 2.70928986e+01
1.40972899e+03 3.90449720e-01 2.71158622e+01
1.40985557e+03 3.90484779e-01 2.71247775e+01
1.40998215e+03 3.90519838e-01 2.70891360e+01
1.41010873e+03 3.90554897e-01 2.70738651e+01
1.41023531e+03 3.90589956e-01 2.70987035e+01
1.41036189e+03 3.90625014e-01 2.71282624e+01
1.41048847e+03 3.90660073e-01 2.71034374e+01
1.41061506e+03 3.90695132e-01 2.71630471e+01
1.41074164e+03 3.90730191e-01 2.71762987e+01
1.41086822e+03 3.90765250e-01 2.71511190e+01
1.41099480e+03 3.90800308e-01 2.71273128e+01
1.41112138e+03 3.90835367e-01 2.71058252e+01
1.41124796e+03 3.90870426e-01 2.70787721e+01
1.41137454e+03 3.90905485e-01 2.70669650e+01
1.41150112e+03 3.90940544e-01 2.70730191e+01
1.41162770e+03 3.90975602e-01 2.70932987e+01
1.41175428e+03 3.91010661e-01 2.71009897e+01
1.41188086e+03 3.91045720e-01 2.70530068e+01
1.41200744e+03 3.91080779e-01 2.70169443e+01
1.41213402e+03 3.91115837e-01 2.70001391e+01
1.41226060e+03 3.91150896e-01 2.69964275e+01
1.41238718e+03 3.91185955e-01 2.69808026e+01
1.41251377e+03 3.91221014e-01 2.69741294e+01
1.41264035e+03 3.91256073e-01 2.68767101e+01
1.41276693e+03 3.91291131e-01 2.68306967e+01
1.41289351e+03 3.91326190e-01 2.67505599e+01
1.41302009e+03 3.91361249e-01 2.67336070e+01
1.41314667e+03 3.91396308e-01 2.68707727e+01
1.41327325e+03 3.91431367e-01 2.68543519e+01
1.41339983e+03 3.91466425e-01 2.68256877e+01
1.41352641e+03 3.91501484e-01 2.68249667e+01
1.41365299e+03 3.91536543e-01 2.68013655e+01
1.41377957e+03 3.91571602e-01 2.68142010e+01
1.41390615e+03 3.91606660e-01 2.68400496e+01
1.41403273e+03 3.91641719e-01 2.68389907e+01
1.41415931e+03 3.91676778e-01 2.68174552e+01
1.41428590e+03 3.91711837e-01 2.68120625e+01
1.41441248e+03 3.91746896e-01 2.67943276e+01
1.41453906e+03 3.91781954e-01 2.67563825e+01
1.41466564e+03 3.91817013e-01 2.67793051e+01
1.41479222e+03 3.91852072e-01 2.67973781e+01
1.41491880e+03 3.91887131e-01 2.67772398e+01
1.41504538e+03 3.91922190e-01 2.67374501e+01
1.41517196e+03 3.91957248e-01 2.67217373e+01
1.41529854e+03 3.91992307e-01 2.66801865e+01
1.41542512e+03 3.92027366e-01 2.65864784e+01
1.41555170e+03 3.92062425e-01 2.65960540e+01
1.41567828e+03 3.92097484e-01 2.66137567e+01
1.41580486e+03 3.92132542e-01 2.66360629e+01
1.41593144e+03 3.92167601e-01 2.66772720e+01
1.41605802e+03 3.92202660e-01 2.67475898e+01
1.41618461e+03 3.92237719e-01 2.67389957e+01
1.41631119e+03 3.92272777e-01 2.67341971e+01
1.41643777e+03 3.92307836e-01 2.67497193e+01
1.41656435e+03 3.92342895e-01 2.67328064e+01
1.41669093e+03 3.92377954e-01 2.67637682e+01
1.41681751e+03 3.92413013e-01 2.67798177e+01
1.41694409e+03 3.92448071e-01 2.67484331e+01
1.41707067e+03 3.92483130e-01 2.67181379e+01
1.41719725e+03 3.92518189e-01 2.67427561e+01
1.41732383e+03 3.92553248e-01 2.67755130e+01
1.41745041e+03 3.92588307e-01 2.67286751e+01
1.41757699e+03 3.92623365e-01 2.66810320e+01
1.41770357e+03 3.92658424e-01 2.67287109e+01
1.41783015e+03 3.92693483e-01 2.66958037e+01
1.41795673e+03 3.92728542e-01 2.66829496e+01
1.41808332e+03 3.92763600e-01 2.66940793e+01
1.41820990e+03 3.92798659e-01 2.66776820e+01
1.41833648e+03 3.92833718e-01 2.66207713e+01
1.41846306e+03 3.92868777e-01 2.66111143e+01
1.41858964e+03 3.92903836e-01 2.66523337e+01
1.41871622e+03 3.92938894e-01 2.66714108e+01
1.41884280e+03 3.92973953e-01 2.66529507e+01
1.41896938e+03 3.93009012e-01 2.65145142e+01
1.41909596e+03 3.93044071e-01 2.65224062e+01
1.41922254e+03 3.93079130e-01 2.65282628e+01
1.41934912e+03 3.93114188e-01 2.65217952e+01
1.41947570e+03 3.93149247e-01 2.64464755e+01
1.41960228e+03 3.93184306e-01 2.64358785e+01
1.41972886e+03 3.93219365e-01 2.64307047e+01
1.41985544e+03 3.93254424e-01 2.64376242e+01
1.41998203e+03 3.93289482e-01 2.64525839e+01
1.42010861e+03 3.93324541e-01 2.64008716e+01
1.42023519e+03 3.93359600e-01 2.63692027e+01
1.42036177e+03 3.93394659e-01 2.63608374e+01
1.42048835e+03 3.93429717e-01 2.63437585e+01
1.42061493e+03 3.93464776e-01 2.63237213e+01
1.42074151e+03 3.93499835e-01 2.63375914e+01
1.42086809e+03 3.93534894e-01 2.63242557e+01
1.42099467e+03 3.93569953e-01 2.63366756e+01
1.42112125e+03 3.93605011e-01 2.63199392e+01
1.42124783e+03 3.93640070e-01 2.63010764e+01
1.42137441e+03 3.93675129e-01 2.62537313e+01
1.42150099e+03 3.93710188e-01 2.61244929e+01
1.42162757e+03 3.93745247e-01 2.60892100e+01
1.42175416e+03 3.93780305e-01 2.60479637e+01
1.42188074e+03 3.93815364e-01 2.60354778e+01
1.42200732e+03 3.93850423e-01 2.60503828e+01
1.42213390e+03 3.93885482e-01 2.60792815e+01
1.42226048e+03 3.93920540e-01 2.61273558e+01
1.42238706e+03 3.93955599e-01 2.61675704e+01
1.42251364e+03 3.93990658e-01 2.61814321e+01
1.42264022e+03 3.94025717e-01 2.62233225e+01
1.42276680e+03 3.94060776e-01 2.62548065e+01
1.42289338e+03 3.94095834e-01 2.62811576e+01
1.42301996e+03 3.94130893e-01 2.63357581e+01
1.42314654e+03 3.94165952e-01 2.63271056e+01
1.42327312e+03 3.94201011e-01 2.63316263e+01
1.42339970e+03 3.94236070e-01 2.63422281e+01
1.42352628e+03 3.94271128e-01 2.63292362e+01
1.42365287e+03 3.94306187e-01 2.62781018e+01
1.42377945e+03 3.94341246e-01 2.62214299e+01
1.42390603e+03 3.94376305e-01 2.61292229e+01
1.42403261e+03 3.94411364e-01 2.61581057e+01
1.42415919e+03 3.94446422e-01 2.61490111e+01
1.42428577e+03 3.94481481e-01 2.60648931e+01
1.42441235e+03 3.94516540e-01 2.61452221e+01
1.42453893e+03 3.94551599e-01 2.61772790e+01
1.42466551e+03 3.94586657e-01 2.61111996e+01
1.42479209e+03 3.94621716e-01 2.60443551e+01
1.42491867e+03 3.94656775e-01 2.60280410e+01
1.42504525e+03 3.94691834e-01 2.59762333e+01
1.42517183e+03 3.94726893e-01 2.59730311e+01
1.42529841e+03 3.94761951e-01 2.59833685e+01
1.42542499e+03 3.94797010e-01 2.59736430e+01
1.42555158e+03 3.94832069e-01 2.59161553e+01
1.42567816e+03 3.94867128e-01 2.58582150e+01
1.42580474e+03 3.94902187e-01 2.58180901e+01
1.42593132e+03 3.94937245e-01 2.58190897e+01
1.42605790e+03 3.94972304e-01 2.58072491e+01
1.42618448e+03 3.95007363e-01 2.57055467e+01
1.42631106e+03 3.95042422e-01 2.56989380e+01
1.42643764e+03 3.95077480e-01 2.56737439e+01
1.42656422e+03 3.95112539e-01 2.56915372e+01
1.42669080e+03 3.95147598e-01 2.56539072e+01
1.42681738e+03 3.95182657e-01 2.56345620e+01
1.42694396e+03 3.95217716e-01 2.57029289e+01
1.42707054e+03 3.95252774e-01 2.56837207e+01
1.42719712e+03 3.95287833e-01 2.55589389e+01
1.42732370e+03 3.95322892e-01 2.55237179e+01
1.42745029e+03 3.95357951e-01 2.55351208e+01
1.42757687e+03 3.95393010e-01 2.55122767e+01
1.42770345e+03 3.95428068e-01 2.55125698e+01
1.42783003e+03 3.95463127e-01 2.56247058e+01
1.42795661e+03 3.95498186e-01 2.56766247e+01
1.42808319e+03 3.95533245e-01 2.57376594e+01
1.42820977e+03 3.95568304e-01 2.57255935e+01
1.42833635e+03 3.95603362e-01 2.57035162e+01
1.42846293e+03 3.95638421e-01 2.57381525e+01
1.42858951e+03 3.95673480e-01 2.57250437e+01
1.42871609e+03 3.95708539e-01 2.57355222e+01
1.42884267e+03 3.95743597e-01 2.57516249e+01
1.42896925e+03 3.95778656e-01 2.56486953e+01
1.42909583e+03 3.95813715e-01 2.56187084e+01
1.42922241e+03 3.95848774e-01 2.55969124e+01
1.42934900e+03 3.95883833e-01 2.55595629e+01
1.42947558e+03 3.95918891e-01 2.55327616e+01
1.42960216e+03 3.95953950e-01 2.55355136e+01
1.42972874e+03 3.95989009e-01 2.55564446e+01
1.42985532e+03 3.96024068e-01 2.55768730e+01
1.42998190e+03 3.96059127e-01 2.55936436e+01
1.43010848e+03 3.96094185e-01 2.55882607e+01
1.43023506e+03 3.96129244e-01 2.55959553e+01
1.43036164e+03 3.96164303e-01 2.55522803e+01
1.43048822e+03 3.96199362e-01 2.55850370e+01
1.43061480e+03 3.96234420e-01 2.55900629e+01
1.43074138e+03 3.96269479e-01 2.56220679e+01
1.43086796e+03 3.96304538e-01 2.56225021e+01
1.43099454e+03 3.96339597e-01 2.55739136e+01
1.43112113e+03 3.96374656e-01 2.55195654e+01
1.43124771e+03 3.96409714e-01 2.54260405e+01
1.43137429e+03 3.96444773e-01 2.53849155e+01
1.43150087e+03 3.96479832e-01 2.53814826e+01
1.43162745e+03 3.96514891e-01 2.54003943e+01
1.43175403e+03 3.96549950e-01 2.54292041e+01
1.43188061e+03 3.96585008e-01 2.54504207e+01
1.43200719e+03 3.96620067e-01 2.54731892e+01
1.43213377e+03 3.96655126e-01 2.54649545e+01
1.43226035e+03 3.96690185e-01 2.54290264e+01
1.43238693e+03 3.96725244e-01 2.53714653e+01
1.43251351e+03 3.96760302e-01 2.53678792e+01
1.43264009e+03 3.96795361e-01 2.53642712e+01
1.43276667e+03 3.96830420e-01 2.53461235e+01
1.43289325e+03 3.96865479e-01 2.53767234e+01
1.43301984e+03 3.96900537e-01 2.54119019e+01
1.43314642e+03 3.96935596e-01 2.54513826e+01
1.43327300e+03 3.96970655e-01 2.54428197e+01
1.43339958e+03 3.97005714e-01 2.53720218e+01
1.43352616e+03 3.97040773e-01 2.53314083e+01
1.43365274e+03 3.97075831e-01 2.52770385e+01
1.43377932e+03 3.97110890e-01 2.52865304e+01
1.43390590e+03 3.97145949e-01 2.53713065e+01
1.43403248e+03 3.97181008e-01 2.54214769e+01
1.43415906e+03 3.97216067e-01 2.53911907e+01
1.43428564e+03 3.97251125e-01 2.53319943e+01
1.43441222e+03 3.97286184e-01 2.53206646e+01
1.43453880e+03 3.97321243e-01 2.53253716e+01
1.43466538e+03 3.97356302e-01 2.52867212e+01
1.43479196e+03 3.97391360e-01 2.52863838e+01
1.43491855e+03 3.97426419e-01 2.52467434e+01
1.43504513e+03 3.97461478e-01 2.52101902e+01
1.43517171e+03 3.97496537e-01 2.51877276e+01
1.43529829e+03 3.97531596e-01 2.52359403e+01
1.43542487e+03 3.97566654e-01 2.52339244e+01
1.43555145e+03 3.97601713e-01 2.51950419e+01
1.43567803e+03 3.97636772e-01 2.51809289e+01
1.43580461e+03 3.97671831e-01 2.51889751e+01
1.43593119e+03 3.97706890e-01 2.51297599e+01
1.43605777e+03 3.97741948e-01 2.51018107e+01
1.43618435e+03 3.97777007e-01 2.50568632e+01
1.43631093e+03 3.97812066e-01 2.50604209e+01
1.43643751e+03 3.97847125e-01 2.50822034e+01
1.43656409e+03 3.97882184e-01 2.51360650e+01
1.43669067e+03 3.97917242e-01 2.51765165e+01
1.43681726e+03 3.97952301e-01 2.51284604e+01
1.43694384e+03 3.97987360e-01 2.50572057e+01
1.43707042e+03 3.98022419e-01 2.50484204e+01
1.43719700e+03 3.98057477e-01 2.50750647e+01
1.43732358e+03 3.98092536e-01 2.50678160e+01
1.43745016e+03 3.98127595e-01 2.50463807e+01
1.43757674e+03 3.98162654e-01 2.49729395e+01
1.43770332e+03 3.98197713e-01 2.49646186e+01
1.43782990e+03 3.98232771e-01 2.49182844e+01
1.43795648e+03 3.98267830e-01 2.49756906e+01
1.43808306e+03 3.98302889e-01 2.49158374e+01
1.43820964e+03 3.98337948e-01 2.48958747e+01
1.43833622e+03 3.98373007e-01 2.48568316e+01
1.43846280e+03 3.98408065e-01 2.48215045e+01
1.43858938e+03 3.98443124e-01 2.48531221e+01
1.43871597e+03 3.98478183e-01 2.48921023e+01
1.43884255e+03 3.98513242e-01 2.48933362e+01
1.43896913e+03 3.98548300e-01 2.48607280e+01
1.43909571e+03 3.98583359e-01 2.47748326e+01
1.43922229e+03 3.98618418e-01 2.47202459e+01
1.43934887e+03 3.98653477e-01 2.47003660e+01
1.43947545e+03 3.98688536e-01 2.47103518e+01
1.43960203e+03 3.98723594e-01 2.46800768e+01
1.43972861e+03 3.98758653e-01 2.46597458e+01
1.43985519e+03 3.98793712e-01 2.46968698e+01
1.43998177e+03 3.98828771e-01 2.46679440e+01
1.44010835e+03 3.98863830e-01 2.45880662e+01
1.44023493e+03 3.98898888e-01 2.45619744e+01
1.44036151e+03 3.98933947e-01 2.45931174e+01
1.44048810e+03 3.98969006e-01 2.46188093e+01
1.44061468e+03 3.99004065e-01 2.46057253e+01
1.44074126e+03 3.99039124e-01 2.46452494e+01
1.44086784e+03 3.99074182e-01 2.46223810e+01
1.44099442e+03 3.99109241e-01 2.45691167e+01
1.44112100e+03 3.99144300e-01 2.44794096e+01
1.44124758e+03 3.99179359e-01 2.43606207e+01
1.44137416e+03 3.99214417e-01 2.42948315e+01
1.44150074e+03 3.99249476e-01 2.42953910e+01
1.44162732e+03 3.99284535e-01 2.42853219e+01
1.44175390e+03 3.99319594e-01 2.42534443e+01
1.44188048e+03 3.99354653e-01 2.42543414e+01
1.44200706e+03 3.99389711e-01 2.42504852e+01
1.44213364e+03 3.99424770e-01 2.42291074e+01
1.44226022e+03 3.99459829e-01 2.42179126e+01
1.44238681e+03 3.99494888e-01 2.42252600e+01
1.44251339e+03 3.99529947e-01 2.41862450e+01
1.44263997e+03 3.99565005e-01 2.41924928e+01
1.44276655e+03 3.99600064e-01 2.42145742e+01
1.44289313e+03 3.99635123e-01 2.42165587e+01
1.44301971e+03 3.99670182e-01 2.42250479e+01
1.44314629e+03 3.99705240e-01 2.41893168e+01
1.44327287e+03 3.99740299e-01 2.41586821e+01
1.44339945e+03 3.99775358e-01 2.41369844e+01
1.44352603e+03 3.99810417e-01 2.41738101e+01
1.44365261e+03 3.99845476e-01 2.42475883e+01
1.44377919e+03 3.99880534e-01 2.42348314e+01
1.44390577e+03 3.99915593e-01 2.41282748e+01
1.44403235e+03 3.99950652e-01 2.41341638e+01
1.44415893e+03 3.99985711e-01 2.41958126e+01
1.44428552e+03 4.00020770e-01 2.43044106e+01
1.44441210e+03 4.00055828e-01 2.43073850e+01
1.44453868e+03 4.00090887e-01 2.42823678e+01
1.44466526e+03 4.00125946e-01 2.42880235e+01
1.44479184e+03 4.00161005e-01 2.43554827e+01
1.44491842e+03 4.00196064e-01 2.42672186e+01
1.44504500e+03 4.00231122e-01 2.42463659e+01
1.44517158e+03 4.00266181e-01 2.41941357e+01
1.44529816e+03 4.00301240e-01 2.41620437e+01
1.44542474e+03 4.00336299e-01 2.41667992e+01
1.44555132e+03 4.00371357e-01 2.40577978e+01
1.44567790e+03 4.00406416e-01 2.39798017e+01
1.44580448e+03 4.00441475e-01 2.39177331e+01
1.44593106e+03 4.00476534e-01 2.39479784e+01
1.44605764e+03 4.00511593e-01 2.39539957e+01
1.44618423e+03 4.00546651e-01 2.39589229e+01
1.44631081e+03 4.00581710e-01 2.39231305e+01
1.44643739e+03 4.00616769e-01 2.39275662e+01
1.44656397e+03 4.00651828e-01 2.38871725e+01
1.44669055e+03 4.00686887e-01 2.38757826e+01
1.44681713e+03 4.00721945e-01 2.39495523e+01
1.44694371e+03 4.00757004e-01 2.39553766e+01
1.44707029e+03 4.00792063e-01 2.40011339e+01
1.44719687e+03 4.00827122e-01 2.39935152e+01
1.44732345e+03 4.00862180e-01 2.40186974e+01
1.44745003e+03 4.00897239e-01 2.40211751e+01
1.44757661e+03 4.00932298e-01 2.39924546e+01
1.44770319e+03 4.00967357e-01 2.38818042e+01
1.44782977e+03 4.01002416e-01 2.38076048e+01
1.44795635e+03 4.01037474e-01 2.37906806e+01
1.44808294e+03 4.01072533e-01 2.37596520e+01
1.44820952e+03 4.01107592e-01 2.37370444e+01
1.44833610e+03 4.01142651e-01 2.37088736e+01
1.44846268e+03 4.01177710e-01 2.36918642e+01
1.44858926e+03 4.01212768e-01 2.37247749e+01
1.44871584e+03 4.01247827e-01 2.37285957e+01
1.44884242e+03 4.01282886e-01 2.37168966e+01
1.44896900e+03 4.01317945e-01 2.37785459e+01
1.44909558e+03 4.01353004e-01 2.38733150e+01
1.44922216e+03 4.01388062e-01 2.38807880e+01
1.44934874e+03 4.01423121e-01 2.38684780e+01
1.44947532e+03 4.01458180e-01 2.38630735e+01
1.44960190e+03 4.01493239e-01 2.39648579e+01
1.44972848e+03 4.01528297e-01 2.39577493e+01
1.44985507e+03 4.01563356e-01 2.39209684e+01
1.44998165e+03 4.01598415e-01 2.39800670e+01
1.45010823e+03 4.01633474e-01 2.40344617e+01
1.45023481e+03 4.01668533e-01 2.40367575e+01
1.45036139e+03 4.01703591e-01 2.40316873e+01
1.45048797e+03 4.01738650e-01 2.40014537e+01
1.45061455e+03 4.01773709e-01 2.39728373e+01
1.45074113e+03 4.01808768e-01 2.39600943e+01
1.45086771e+03 4.01843827e-01 2.39652624e+01
1.45099429e+03 4.01878885e-01 2.39487524e+01
1.45112087e+03 4.01913944e-01 2.39496044e+01
1.45124745e+03 4.01949003e-01 2.39759211e+01
1.45137403e+03 4.01984062e-01 2.40483671e+01
1.45150061e+03 4.02019120e-01 2.41676435e+01
1.45162719e+03 4.02054179e-01 2.41453482e+01
1.45175378e+03 4.02089238e-01 2.41624214e+01
1.45188036e+03 4.02124297e-01 2.41451605e+01
1.45200694e+03 4.02159356e-01 2.41209273e+01
1.45213352e+03 4.02194414e-01 2.40933136e+01
1.45226010e+03 4.02229473e-01 2.40716214e+01
1.45238668e+03 4.02264532e-01 2.40865278e+01
1.45251326e+03 4.02299591e-01 2.41998537e+01
1.45263984e+03 4.02334650e-01 2.41924868e+01
1.45276642e+03 4.02369708e-01 2.41945587e+01
1.45289300e+03 4.02404767e-01 2.41880254e+01
1.45301958e+03 4.02439826e-01 2.41531162e+01
1.45314616e+03 4.02474885e-01 2.40989667e+01
1.45327274e+03 4.02509944e-01 2.40657481e+01
1.45339932e+03 4.02545002e-01 2.40194784e+01
1.45352590e+03 4.02580061e-01 2.40300372e+01
1.45365249e+03 4.02615120e-01 2.40133241e+01
1.45377907e+03 4.02650179e-01 2.39597762e+01
1.45390565e+03 4.02685237e-01 2.39621177e+01
1.45403223e+03 4.02720296e-01 2.39553189e+01
1.45415881e+03 4.02755355e-01 2.39155354e+01
1.45428539e+03 4.02790414e-01 2.39004800e+01
1.45441197e+03 4.02825473e-01 2.38602374e+01
1.45453855e+03 4.02860531e-01 2.38479236e+01
1.45466513e+03 4.02895590e-01 2.38508130e+01
1.45479171e+03 4.02930649e-01 2.38986365e+01
1.45491829e+03 4.02965708e-01 2.39378637e+01
1.45504487e+03 4.03000767e-01 2.39522084e+01
1.45517145e+03 4.03035825e-01 2.37987609e+01
1.45529803e+03 4.03070884e-01 2.37686801e+01
1.45542461e+03 4.03105943e-01 2.37464465e+01
1.45555120e+03 4.03141002e-01 2.36918305e+01
