x, y
0.011637572734829594, 103.9018691588785
0.013300083125519535, 100.04672897196261
0.013300083125519535, 96.89252336448598
0.027431421446384042, 91.98598130841121
0.032418952618453865, 90.5841121495327
0.04156275976724855, 90.23364485981308
0.05236907730673317, 90.23364485981308
0.06234413965087282, 90.23364485981308
0.0739817123857024, 89.53271028037383
0.08146300914380715, 88.48130841121495
0.0889443059019119, 88.13084112149532
0.09808811305070657, 88.13084112149532
0.10640066500415628, 89.88317757009345
0.12635078969243557, 90.23364485981308
0.13549459684123025, 88.13084112149532
0.14214463840399003, 86.72897196261681
0.15295095594347466, 86.72897196261681
0.16375727348295926, 90.23364485981308
0.16791354945968412, 93.38785046728971
0.17290108063175394, 96.89252336448598
0.17955112219451372, 100.04672897196261
0.18786367414796343, 101.09813084112149
0.1945137157107232, 100.04672897196261
0.19950124688279303, 97.2429906542056
0.20199501246882792, 93.38785046728971
0.2053200332502078, 89.53271028037383
0.20947630922693267, 85.67757009345794
0.21363258520365752, 82.17289719626167
0.21862011637572734, 80.77102803738318
0.22527015793848712, 81.47196261682242
0.2319201995012469, 81.47196261682242
0.23773898586866168, 80.07009345794393
0.24438902743142146, 77.61682242990653
0.25270157938487114, 76.56542056074765
0.25852036575228593, 74.46261682242991
0.2651704073150457, 74.46261682242991
0.27597672485453034, 72.35981308411215
0.27597672485453034, 72.35981308411215
0.28595178719867, 72.35981308411215
0.29260182876142976, 72.00934579439252
0.29925187032418954, 69.90654205607476
0.30756442227763925, 69.2056074766355
0.31338320864505403, 70.60747663551402
0.3200332502078138, 70.60747663551402
0.3325020781379884, 69.55607476635514
0.3325020781379884, 69.55607476635514
0.3399833748960931, 70.95794392523364
0.34746467165419787, 73.0607476635514
0.3541147132169576, 73.0607476635514
0.370739817123857, 73.76168224299064
0.3782211138819618, 72.71028037383178
0.38985868661679135, 70.25700934579439
0.3973399833748961, 69.2056074766355
0.4231088944305902, 67.80373831775701
0.43059019118869496, 67.80373831775701
0.43890274314214467, 69.2056074766355
0.44472152950955945, 68.15420560747663
0.4630091438071488, 66.05140186915888
0.4704904405652535, 67.45327102803738
0.47547797173732337, 67.80373831775701
0.48212801330008315, 68.50467289719626
0.48794679966749793, 69.2056074766355
0.5004156275976724, 69.2056074766355
0.5070656691604323, 70.95794392523364
0.512884455527847, 73.0607476635514
0.5203657522859518, 72.71028037383178
0.5303408146300914, 73.76168224299064
0.5361596009975063, 73.76168224299064
0.544472152950956, 73.76168224299064
0.5536159600997507, 73.0607476635514
0.5610972568578554, 72.71028037383178
0.5694098088113051, 72.00934579439252
0.5760598503740648, 71.30841121495327
0.5802161263507897, 68.85514018691589
0.5860349127182045, 67.45327102803738
0.5943474646716542, 66.75233644859813
0.6034912718204489, 66.75233644859813
0.6159600997506235, 67.45327102803738
0.6275976724854531, 67.45327102803738
0.6392352452202826, 67.45327102803738
0.6458852867830424, 67.45327102803738
0.6541978387364921, 67.10280373831776
0.6633416458852868, 66.75233644859813
0.6699916874480466, 65.70093457943925
0.6783042394014963, 64.64953271028037
0.684954280964256, 64.64953271028037
0.6924355777223608, 64.64953271028037
0.6999168744804655, 65
0.7090606816292602, 65
0.71571072319202, 65.70093457943925
0.7265170407315046, 66.05140186915888
0.7373233582709892, 66.05140186915888
0.743973399833749, 65.70093457943925
0.7614297589359934, 65.70093457943925
0.7772236076475478, 65
0.800498753117207, 63.59813084112149
0.8204488778054863, 62.19626168224299
0.8270989193682461, 61.49532710280374
0.8512053200332502, 62.19626168224299
0.8595178719866999, 62.54672897196261
0.8728179551122195, 63.59813084112149
0.8778054862842893, 65
0.885286783042394, 65
0.8960931005818786, 63.94859813084112
0.9027431421446385, 64.29906542056074
0.9110556940980882, 64.64953271028037
0.9201995012468828, 63.59813084112149
0.9393183707398172, 62.89719626168224
0.9492934330839568, 62.89719626168224
0.9576059850374065, 63.24766355140187
0.971737323358271, 63.94859813084112
0.9825436408977556, 64.29906542056074
0.9908561928512053, 65
